registro_id,lote_id,finca_id,fecha_registro,tecnico_id,vecino_fumigo_reciente,dias_desde_fumigacion_vecina,despulpadora_compartida,sacos_reutilizados,secado_patio_compartido,transporte_compartido,herramientas_compartidas_flag,lavado_equipo_flag,capacitacion_bpa_flag,lat_gps,lon_gps,origen_captura,practicas_riesgo_conteo,equipo_compartido_sin_lavar,fumigacion_declarada,fumigacion_desconocida
RC0000452,L000452,F0104,2026-06-26,TEC02,No_se_sabe,-1,0,0,0,0,0,1,1,-6.209361,-77.862207,cola_kafka,0,0,0,1
RC0000453,L000453,F0030,2026-07-07,TEC01,Si,29,1,1,1,1,1,0,0,-6.208268,-77.905338,dashboard_acopio,4,1,1,0
RC0000454,L000454,F0010,2025-12-06,TEC05,No,-1,1,1,1,1,1,0,0,-6.258831,-77.875606,cola_kafka,4,1,0,0
RC0000455,L000455,F0088,2026-05-11,TEC01,No,-1,1,0,0,0,1,1,0,-6.276873,-77.843429,cola_kafka,1,0,0,0
RC0000456,L000456,F0021,2026-05-04,TEC05,No,-1,0,0,1,1,1,1,1,-6.289048,-77.862572,formulario_campo,2,0,0,0
RC0000457,L000457,F0028,2025-05-27,TEC09,Si,14,1,0,1,0,1,0,0,-6.232763,-77.853888,dashboard_acopio,2,1,1,0
RC0000458,L000458,F0022,2025-08-04,TEC05,No_se_sabe,-1,1,0,0,1,1,1,0,-6.253743,-77.857591,dashboard_acopio,2,0,0,1
RC0000459,L000459,F0034,2025-01-22,TEC03,Si,9,1,0,0,0,1,1,1,-6.210568,-77.884284,formulario_campo,1,0,1,0
RC0000460,L000460,F0096,2025-05-08,TEC04,Si,4,1,0,0,0,1,1,1,-6.147481,-77.810545,formulario_campo,1,0,1,0
RC0000461,L000461,F0082,2025-08-09,TEC10,Si,39,1,0,1,0,1,1,0,-6.194506,-77.869198,formulario_campo,2,0,1,0
RC0000462,L000462,F0053,2025-07-17,TEC12,Si,38,1,0,0,0,1,0,1,-6.25863,-77.902939,formulario_campo,1,1,1,0
RC0000463,L000463,F0007,2026-08-09,TEC06,Si,28,1,0,0,0,1,0,0,-6.196747,-77.904547,formulario_campo,1,1,1,0
RC0000464,L000464,F0105,2025-09-27,TEC06,No,-1,1,0,0,0,1,1,1,-6.237537,-77.879506,formulario_campo,1,0,0,0
RC0000465,L000465,F0114,2025-08-11,TEC07,Si,4,1,0,0,0,1,0,0,-6.301744,-77.84989,cola_kafka,1,1,1,0
RC0000466,L000466,F0050,2026-05-08,TEC08,Si,9,0,1,1,1,1,0,0,-6.300694,-77.914853,dashboard_acopio,3,0,1,0
RC0000467,L000467,F0022,2026-04-26,TEC11,Si,15,0,1,0,0,1,0,0,-6.253416,-77.857178,cola_kafka,1,0,1,0
RC0000468,L000468,F0017,2025-05-12,TEC08,No,-1,1,0,0,0,1,0,0,-6.271333,-77.856095,formulario_campo,1,1,0,0
RC0000469,L000469,F0019,2025-07-10,TEC04,Si,43,0,1,1,0,1,0,0,-6.227386,-77.860467,formulario_campo,2,0,1,0
RC0000470,L000470,F0072,2026-05-24,TEC07,Si,35,0,1,0,0,1,1,1,-6.083751,-77.827899,cola_kafka,1,0,1,0
RC0000471,L000471,F0105,2026-08-21,TEC02,Si,29,1,0,0,0,1,0,1,-6.237234,-77.878492,formulario_campo,1,1,1,0
RC0000472,L000472,F0120,2025-10-16,TEC04,No,-1,0,0,1,0,1,1,1,-6.221477,-77.874685,formulario_campo,1,0,0,0
RC0000473,L000473,F0016,2025-08-05,TEC04,Si,36,1,0,0,0,1,0,0,-6.244795,-77.875843,formulario_campo,1,1,1,0
RC0000474,L000474,F0005,2025-07-07,TEC02,No,-1,0,0,0,0,0,0,0,-6.205343,-77.89677,formulario_campo,0,0,0,0
RC0000475,L000475,F0076,2025-04-17,TEC07,Si,1,0,1,1,1,1,1,0,-6.313773,-77.907632,formulario_campo,3,0,1,0
RC0000476,L000476,F0001,2026-05-06,TEC08,No,-1,1,0,0,0,1,0,0,-6.236622,-77.781015,cola_kafka,1,1,0,0
RC0000477,L000477,F0072,2026-06-19,TEC11,No,-1,0,0,0,0,0,1,1,-6.08375,-77.827772,formulario_campo,0,0,0,0
RC0000478,L000478,F0003,2025-04-18,TEC07,Si,13,0,1,1,1,1,1,0,-6.215556,-77.820381,cola_kafka,3,0,1,0
RC0000479,L000479,F0098,2026-06-20,TEC06,No,-1,0,1,0,0,1,0,0,-6.211583,-77.89834,formulario_campo,1,0,0,0
RC0000480,L000480,F0009,2025-04-02,TEC02,Si,35,0,0,0,1,1,1,1,-6.273408,-77.825997,formulario_campo,1,0,1,0
RC0000481,L000481,F0089,2025-05-04,TEC05,No_se_sabe,-1,0,0,1,0,1,1,1,-6.214316,-77.849546,dashboard_acopio,1,0,0,1
RC0000482,L000482,F0109,2026-04-26,TEC11,Si,11,0,0,0,0,0,1,0,-6.251277,-77.891689,cola_kafka,0,0,1,0
RC0000483,L000483,F0105,2025-02-06,TEC08,No,-1,0,0,0,0,0,1,1,-6.236834,-77.880255,cola_kafka,0,0,0,0
RC0000484,L000484,F0020,2025-07-05,TEC06,No,-1,1,1,0,0,1,1,1,-6.203416,-77.891067,dashboard_acopio,2,0,0,0
RC0000485,L000485,F0108,2025-07-08,TEC08,No_se_sabe,-1,1,1,0,0,1,1,0,-6.216222,-77.820018,cola_kafka,2,0,0,1
RC0000486,L000486,F0005,2026-06-04,TEC01,No,-1,1,1,0,0,1,1,0,-6.204729,-77.896864,cola_kafka,2,0,0,0
RC0000487,L000487,F0063,2026-05-24,TEC09,No,-1,1,0,0,1,1,0,0,-6.243208,-77.957727,cola_kafka,2,1,0,0
RC0000488,L000488,F0043,2026-07-03,TEC07,No,-1,0,0,0,0,0,1,1,-6.17359,-77.945093,formulario_campo,0,0,0,0
RC0000489,L000489,F0072,2025-04-13,TEC03,Si,14,0,0,1,0,1,1,1,-6.082708,-77.829225,formulario_campo,1,0,1,0
RC0000490,L000490,F0082,2025-02-14,TEC06,Si,44,0,1,1,0,1,0,0,-6.195515,-77.870648,formulario_campo,2,0,1,0
RC0000491,L000491,F0047,2025-07-09,TEC09,Si,38,0,0,1,0,1,0,0,-6.18832,-77.79704,formulario_campo,1,0,1,0
RC0000492,L000492,F0081,2025-04-14,TEC11,No,-1,0,0,0,0,0,1,0,-6.149097,-77.93992,formulario_campo,0,0,0,0
RC0000493,L000493,F0062,2026-06-19,TEC08,No_se_sabe,-1,1,0,1,1,1,1,1,-6.196165,-77.846069,formulario_campo,3,0,0,1
RC0000494,L000494,F0050,2025-09-14,TEC09,No,-1,1,0,0,1,1,1,1,-6.299794,-77.915139,formulario_campo,2,0,0,0
RC0000495,L000495,F0091,2025-11-15,TEC10,No_se_sabe,-1,0,1,0,1,1,0,0,-6.220374,-77.877379,formulario_campo,2,0,0,1
RC0000496,L000496,F0112,2026-07-19,TEC03,Si,36,1,1,0,0,1,0,0,-6.275645,-77.862655,dashboard_acopio,2,1,1,0
RC0000497,L000497,F0042,2025-09-20,TEC09,No,-1,1,0,1,0,1,1,0,-6.208035,-77.965224,dashboard_acopio,2,0,0,0
RC0000498,L000498,F0091,2025-05-17,TEC05,No,-1,0,0,0,1,1,1,1,-6.221299,-77.87649,dashboard_acopio,1,0,0,0
RC0000499,L000499,F0049,2026-04-08,TEC06,No,-1,0,1,1,1,1,0,0,-6.195447,-77.915887,formulario_campo,3,0,0,0
RC0000500,L000500,F0006,2026-06-25,TEC05,No,-1,0,1,0,0,1,1,1,-6.231087,-77.791361,formulario_campo,1,0,0,0
RC0000501,L000501,F0098,2026-04-30,TEC10,Si,8,0,0,1,0,1,1,1,-6.211398,-77.898049,formulario_campo,1,0,1,0
RC0000502,L000502,F0093,2026-05-01,TEC12,No_se_sabe,-1,0,0,0,0,0,0,1,-6.244903,-77.905086,cola_kafka,0,0,0,1
RC0000503,L000503,F0088,2025-04-14,TEC09,No_se_sabe,-1,1,1,1,0,1,1,0,-6.276817,-77.843159,cola_kafka,3,0,0,1
RC0000504,L000504,F0004,2026-06-14,TEC05,No_se_sabe,-1,1,1,0,1,1,1,0,-6.26042,-77.963476,formulario_campo,3,0,0,1
RC0000505,L000505,F0031,2025-04-29,TEC04,Si,29,0,1,0,0,1,1,0,-6.246141,-77.929549,formulario_campo,1,0,1,0
RC0000506,L000506,F0045,2025-04-18,TEC11,No_se_sabe,-1,1,0,0,0,1,1,1,-6.249768,-77.829534,dashboard_acopio,1,0,0,1
RC0000507,L000507,F0063,2026-02-09,TEC12,No_se_sabe,-1,1,0,1,1,1,0,0,-6.241811,-77.958072,formulario_campo,3,1,0,1
RC0000508,L000508,F0005,2025-07-17,TEC06,Si,17,0,1,0,1,1,1,1,-6.204619,-77.896651,cola_kafka,2,0,1,0
RC0000509,L000509,F0045,2025-07-17,TEC11,No_se_sabe,-1,1,0,1,1,1,1,1,-6.249629,-77.829247,formulario_campo,3,0,0,1
RC0000510,L000510,F0049,2025-07-10,TEC03,No,-1,0,1,1,0,1,1,0,-6.195064,-77.916047,dashboard_acopio,2,0,0,0
RC0000511,L000511,F0119,2025-04-20,TEC08,No,-1,0,0,0,1,1,1,0,-6.22046,-77.901386,dashboard_acopio,1,0,0,0
RC0000512,L000512,F0050,2026-03-11,TEC05,No,-1,0,0,1,0,1,1,1,-6.299045,-77.915547,formulario_campo,1,0,0,0
RC0000513,L000513,F0093,2025-10-25,TEC04,Si,17,0,0,0,0,0,1,1,-6.24421,-77.905413,cola_kafka,0,0,1,0
RC0000514,L000514,F0062,2026-05-16,TEC07,No,-1,0,0,1,0,1,1,1,-6.195007,-77.845067,formulario_campo,1,0,0,0
RC0000515,L000515,F0103,2025-04-15,TEC09,Si,43,1,1,1,0,1,1,0,-6.178226,-77.916512,formulario_campo,3,0,1,0
RC0000516,L000516,F0059,2025-06-09,TEC05,Si,6,1,0,0,0,1,0,0,-6.249774,-77.974106,formulario_campo,1,1,1,0
RC0000517,L000517,F0098,2026-08-15,TEC04,No_se_sabe,-1,0,0,1,1,1,0,0,-6.211796,-77.89882,dashboard_acopio,2,0,0,1
RC0000518,L000518,F0008,2025-04-01,TEC12,No_se_sabe,-1,0,0,1,1,1,1,1,-6.279781,-77.904808,formulario_campo,2,0,0,1
RC0000519,L000519,F0031,2025-01-26,TEC05,No,-1,1,0,1,1,1,0,0,-6.245475,-77.930288,formulario_campo,3,1,0,0
RC0000520,L000520,F0051,2026-05-05,TEC10,Si,41,0,1,0,1,1,1,1,-6.226814,-77.931499,formulario_campo,2,0,1,0
RC0000521,L000521,F0106,2025-08-24,TEC02,Si,32,0,0,0,1,1,0,0,-6.253582,-77.838713,formulario_campo,1,0,1,0
RC0000522,L000522,F0077,2025-05-09,TEC06,No,-1,0,0,1,1,1,0,0,-6.226561,-77.836248,formulario_campo,2,0,0,0
RC0000523,L000523,F0103,2025-07-08,TEC07,Si,17,0,0,1,0,1,1,0,-6.177679,-77.916685,formulario_campo,1,0,1,0
RC0000524,L000524,F0112,2025-09-12,TEC06,Si,17,1,0,0,0,1,1,1,-6.276021,-77.861347,formulario_campo,1,0,1,0
RC0000525,L000525,F0077,2025-08-15,TEC10,No,-1,1,0,1,1,1,0,0,-6.226658,-77.836713,formulario_campo,3,1,0,0
RC0000526,L000526,F0020,2025-01-14,TEC01,No,-1,0,0,0,0,0,0,0,-6.203404,-77.891794,formulario_campo,0,0,0,0
RC0000527,L000527,F0076,2026-01-24,TEC01,No,-1,0,0,0,1,1,1,1,-6.315183,-77.909015,dashboard_acopio,1,0,0,0
RC0000528,L000528,F0062,2025-05-24,TEC04,No_se_sabe,-1,1,1,0,0,1,0,0,-6.195364,-77.845499,dashboard_acopio,2,1,0,1
RC0000529,L000529,F0008,2026-06-01,TEC12,Si,14,1,1,1,1,1,0,1,-6.279738,-77.904342,formulario_campo,4,1,1,0
RC0000530,L000530,F0091,2026-05-10,TEC12,No,-1,1,0,0,1,1,1,1,-6.219637,-77.87588,cola_kafka,2,0,0,0
RC0000531,L000531,F0099,2025-06-14,TEC07,Si,28,1,0,0,0,1,1,0,-6.175932,-77.805459,cola_kafka,1,0,1,0
RC0000532,L000532,F0025,2025-06-02,TEC10,No,-1,1,0,0,0,1,0,0,-6.231914,-77.954157,formulario_campo,1,1,0,0
RC0000533,L000533,F0003,2025-09-30,TEC12,Si,6,0,0,1,0,1,1,1,-6.215604,-77.820072,formulario_campo,1,0,1,0
RC0000534,L000534,F0091,2025-06-07,TEC05,Si,17,0,0,0,0,0,1,1,-6.220194,-77.877014,formulario_campo,0,0,1,0
RC0000535,L000535,F0089,2025-06-24,TEC09,No_se_sabe,-1,0,1,0,0,1,1,0,-6.213793,-77.848793,dashboard_acopio,1,0,0,1
RC0000536,L000536,F0047,2026-04-29,TEC09,No_se_sabe,-1,0,0,0,0,0,1,1,-6.188944,-77.798436,dashboard_acopio,0,0,0,1
RC0000537,L000537,F0001,2026-06-05,TEC07,No_se_sabe,-1,0,0,1,0,1,1,1,-6.238436,-77.779697,cola_kafka,1,0,0,1
RC0000538,L000538,F0074,2025-04-21,TEC01,No,-1,1,1,0,0,1,1,1,-6.272753,-77.870091,cola_kafka,2,0,0,0
RC0000539,L000539,F0086,2026-07-20,TEC05,Si,15,0,0,1,0,1,0,0,-6.219286,-77.925739,formulario_campo,1,0,1,0
RC0000540,L000540,F0039,2026-04-13,TEC08,Si,11,0,1,1,0,1,1,0,-6.219865,-77.782452,cola_kafka,2,0,1,0
RC0000541,L000541,F0050,2025-07-21,TEC06,Si,19,0,0,0,0,0,1,1,-6.299689,-77.914395,formulario_campo,0,0,1,0
RC0000542,L000542,F0044,2026-08-01,TEC05,No_se_sabe,-1,0,0,0,0,0,0,1,-6.31638,-77.889453,cola_kafka,0,0,0,1
RC0000543,L000543,F0119,2025-04-08,TEC09,Si,1,1,0,1,0,1,0,0,-6.219509,-77.900126,dashboard_acopio,2,1,1,0
RC0000544,L000544,F0034,2025-05-20,TEC06,Si,29,0,0,1,0,1,1,1,-6.211459,-77.884349,formulario_campo,1,0,1,0
RC0000545,L000545,F0059,2026-04-16,TEC04,No_se_sabe,-1,0,0,0,1,1,0,1,-6.248312,-77.973159,cola_kafka,1,0,0,1
RC0000546,L000546,F0025,2026-06-27,TEC12,Si,20,0,0,1,0,1,1,1,-6.231424,-77.956984,dashboard_acopio,1,0,1,0
RC0000547,L000547,F0042,2025-12-19,TEC09,No,-1,1,1,1,0,1,0,0,-6.208379,-77.965596,formulario_campo,3,1,0,0
RC0000548,L000548,F0047,2025-06-19,TEC06,Si,36,1,1,0,1,1,0,0,-6.189637,-77.798017,cola_kafka,3,1,1,0
RC0000549,L000549,F0106,2026-06-13,TEC01,No,-1,0,0,0,0,0,1,1,-6.253105,-77.838126,dashboard_acopio,0,0,0,0
RC0000550,L000550,F0003,2025-09-11,TEC12,No,-1,1,0,0,0,1,0,1,-6.214728,-77.820273,dashboard_acopio,1,1,0,0
RC0000551,L000551,F0086,2025-05-08,TEC03,Si,44,1,1,0,0,1,0,1,-6.219236,-77.925368,dashboard_acopio,2,1,1,0
RC0000552,L000552,F0090,2025-05-11,TEC09,No_se_sabe,-1,1,0,1,0,1,0,1,-6.19834,-77.818397,dashboard_acopio,2,1,0,1
RC0000553,L000553,F0119,2025-05-02,TEC05,No_se_sabe,-1,1,0,0,1,1,0,0,-6.221243,-77.900368,dashboard_acopio,2,1,0,1
RC0000554,L000554,F0090,2025-05-15,TEC07,Si,25,1,0,1,0,1,1,1,-6.198475,-77.818646,formulario_campo,2,0,1,0
RC0000555,L000555,F0044,2026-08-17,TEC01,No,-1,1,0,0,0,1,1,0,-6.316098,-77.890429,cola_kafka,1,0,0,0
RC0000556,L000556,F0062,2026-02-27,TEC11,No,-1,0,1,0,1,1,1,0,-6.195721,-77.845143,formulario_campo,2,0,0,0
RC0000557,L000557,F0081,2026-05-07,TEC04,Si,2,0,1,1,1,1,1,0,-6.149488,-77.94057,cola_kafka,3,0,1,0
RC0000558,L000558,F0106,2026-07-30,TEC12,No_se_sabe,-1,1,1,1,0,1,1,0,-6.252624,-77.837887,formulario_campo,3,0,0,1
RC0000559,L000559,F0008,2025-09-05,TEC08,No_se_sabe,-1,0,0,1,0,1,1,0,-6.279898,-77.903323,formulario_campo,1,0,0,1
RC0000560,L000560,F0001,2026-07-15,TEC09,No,-1,0,0,0,1,1,0,1,-6.236569,-77.781704,dashboard_acopio,1,0,0,0
RC0000561,L000561,F0029,2026-08-19,TEC01,No,-1,0,0,1,1,1,1,0,-6.193739,-77.843247,cola_kafka,2,0,0,0
RC0000562,L000562,F0085,2025-07-02,TEC07,No,-1,0,1,0,0,1,1,1,-6.276404,-77.854101,dashboard_acopio,1,0,0,0
RC0000563,L000563,F0044,2026-07-24,TEC05,No,-1,1,0,1,0,1,0,0,-6.316936,-77.890191,dashboard_acopio,2,1,0,0
RC0000564,L000564,F0024,2025-09-07,TEC02,No,-1,0,0,0,0,0,1,1,-6.336071,-77.802576,formulario_campo,0,0,0,0
RC0000565,L000565,F0047,2026-06-03,TEC02,Si,27,0,1,0,0,1,0,0,-6.18952,-77.797124,cola_kafka,1,0,1,0
RC0000566,L000566,F0055,2025-10-05,TEC08,Si,30,0,0,1,0,1,0,0,-6.241656,-77.879469,formulario_campo,1,0,1,0
RC0000567,L000567,F0043,2025-04-25,TEC10,No_se_sabe,-1,0,0,1,1,1,1,1,-6.17138,-77.945646,cola_kafka,2,0,0,1
RC0000568,L000568,F0033,2025-08-27,TEC11,Si,8,0,0,0,0,0,1,1,-6.206227,-77.893563,cola_kafka,0,0,1,0
RC0000569,L000569,F0099,2025-06-25,TEC06,No_se_sabe,-1,1,1,0,0,1,1,0,-6.174873,-77.806123,formulario_campo,2,0,0,1
RC0000570,L000570,F0063,2026-08-29,TEC05,Si,44,1,1,0,0,1,0,0,-6.241762,-77.958012,formulario_campo,2,1,1,0
RC0000571,L000571,F0085,2026-05-15,TEC05,No,-1,1,1,0,1,1,1,0,-6.27567,-77.854747,formulario_campo,3,0,0,0
RC0000572,L000572,F0017,2025-07-28,TEC10,No_se_sabe,-1,0,1,1,0,1,1,0,-6.271752,-77.855944,cola_kafka,2,0,0,1
RC0000573,L000573,F0104,2026-05-13,TEC03,Si,39,0,0,1,0,1,0,0,-6.209108,-77.862436,formulario_campo,1,0,1,0
RC0000574,L000574,F0005,2025-04-21,TEC06,No,-1,0,1,0,1,1,1,0,-6.204811,-77.897606,formulario_campo,2,0,0,0
RC0000575,L000575,F0022,2025-07-25,TEC05,No_se_sabe,-1,0,1,1,1,1,1,0,-6.252756,-77.858399,dashboard_acopio,3,0,0,1
RC0000576,L000576,F0053,2025-06-10,TEC10,No_se_sabe,-1,0,0,0,1,1,1,1,-6.258684,-77.904831,dashboard_acopio,1,0,0,1
RC0000577,L000577,F0106,2025-09-23,TEC09,Si,37,1,0,0,0,1,1,1,-6.252485,-77.837508,cola_kafka,1,0,1,0
RC0000578,L000578,F0102,2026-06-11,TEC11,Si,8,0,0,0,0,0,1,1,-6.276468,-77.9433,dashboard_acopio,0,0,1,0
RC0000579,L000579,F0073,2025-06-01,TEC02,No_se_sabe,-1,0,1,0,0,1,1,1,-6.195563,-77.918019,formulario_campo,1,0,0,1
RC0000580,L000580,F0112,2026-04-16,TEC08,No,-1,0,0,1,0,1,1,0,-6.276112,-77.861085,formulario_campo,1,0,0,0
RC0000581,L000581,F0072,2025-06-01,TEC01,No,-1,0,0,0,1,1,1,0,-6.082729,-77.828253,formulario_campo,1,0,0,0
RC0000582,L000582,F0029,2025-12-17,TEC02,Si,27,0,0,1,0,1,1,1,-6.193842,-77.8434,formulario_campo,1,0,1,0
RC0000583,L000583,F0101,2025-05-20,TEC05,No,-1,1,1,1,1,1,0,0,-6.335821,-77.859536,dashboard_acopio,4,1,0,0
RC0000584,L000584,F0010,2026-08-30,TEC01,No,-1,0,0,0,0,0,0,1,-6.258855,-77.875214,dashboard_acopio,0,0,0,0
RC0000585,L000585,F0070,2025-04-11,TEC04,No,-1,0,0,0,0,0,1,1,-6.18919,-77.846516,formulario_campo,0,0,0,0
RC0000586,L000586,F0096,2025-10-08,TEC11,Si,40,0,0,1,0,1,0,0,-6.147236,-77.810303,formulario_campo,1,0,1,0
RC0000587,L000587,F0095,2026-08-22,TEC04,No_se_sabe,-1,1,0,1,0,1,0,0,-6.28002,-77.861479,formulario_campo,2,1,0,1
RC0000588,L000588,F0043,2025-06-14,TEC10,No,-1,1,1,1,0,1,1,0,-6.172818,-77.944568,cola_kafka,3,0,0,0
RC0000589,L000589,F0055,2026-06-23,TEC04,No,-1,0,0,0,0,0,1,1,-6.242843,-77.879879,dashboard_acopio,0,0,0,0
RC0000590,L000590,F0071,2025-10-07,TEC03,Si,24,1,0,0,1,1,0,1,-6.236066,-77.870736,cola_kafka,2,1,1,0
RC0000591,L000591,F0074,2025-12-24,TEC09,No,-1,0,1,1,1,1,1,0,-6.273196,-77.868791,formulario_campo,3,0,0,0
RC0000592,L000592,F0062,2025-07-17,TEC08,No,-1,0,0,1,1,1,0,0,-6.195181,-77.847055,dashboard_acopio,2,0,0,0
RC0000593,L000593,F0044,2026-04-16,TEC08,Si,43,1,0,0,1,1,1,1,-6.316653,-77.88983,formulario_campo,2,0,1,0
RC0000594,L000594,F0040,2025-09-12,TEC10,No,-1,0,0,0,0,0,0,0,-6.173619,-77.908477,formulario_campo,0,0,0,0
RC0000595,L000595,F0094,2026-08-12,TEC04,No_se_sabe,-1,1,1,1,1,1,1,0,-6.268672,-77.941205,cola_kafka,4,0,0,1
RC0000596,L000596,F0021,2025-06-01,TEC05,No,-1,0,0,1,0,1,0,0,-6.289505,-77.862122,cola_kafka,1,0,0,0
RC0000597,L000597,F0013,2026-08-21,TEC07,No,-1,0,0,1,1,1,1,1,-6.150299,-77.808087,cola_kafka,2,0,0,0
RC0000598,L000598,F0054,2025-05-20,TEC09,Si,17,1,1,1,0,1,0,0,-6.194814,-77.865582,formulario_campo,3,1,1,0
RC0000599,L000599,F0056,2025-04-04,TEC08,Si,37,1,0,0,0,1,1,1,-6.207925,-77.902077,dashboard_acopio,1,0,1,0
RC0000600,L000600,F0118,2025-09-21,TEC05,Si,37,1,1,1,0,1,0,0,-6.277479,-77.833424,formulario_campo,3,1,1,0
RC0000601,L000601,F0119,2025-09-10,TEC01,No_se_sabe,-1,1,1,1,0,1,0,0,-6.220459,-77.902543,dashboard_acopio,3,1,0,1
RC0000602,L000602,F0082,2025-08-13,TEC03,Si,22,0,0,1,1,1,1,1,-6.195287,-77.869034,formulario_campo,2,0,1,0
RC0000603,L000603,F0002,2025-08-22,TEC10,No,-1,1,1,0,0,1,0,0,-6.217012,-77.931459,formulario_campo,2,1,0,0
RC0000604,L000604,F0025,2026-05-09,TEC07,Si,23,0,1,0,0,1,0,0,-6.230928,-77.955767,formulario_campo,1,0,1,0
RC0000605,L000605,F0072,2026-08-12,TEC12,No,-1,0,0,0,0,0,0,1,-6.083932,-77.827493,dashboard_acopio,0,0,0,0
RC0000606,L000606,F0061,2026-06-13,TEC03,No_se_sabe,-1,0,1,1,1,1,0,0,-6.24328,-77.863596,formulario_campo,3,0,0,1
RC0000607,L000607,F0014,2025-04-28,TEC11,Si,35,1,0,0,1,1,1,1,-6.251772,-77.799205,formulario_campo,2,0,1,0
RC0000608,L000608,F0003,2025-04-17,TEC11,No_se_sabe,-1,0,0,1,1,1,1,1,-6.21492,-77.82016,cola_kafka,2,0,0,1
RC0000609,L000609,F0010,2026-05-09,TEC01,Si,37,1,1,0,0,1,0,0,-6.259764,-77.875907,dashboard_acopio,2,1,1,0
RC0000610,L000610,F0027,2026-08-27,TEC01,Si,9,0,0,0,0,0,1,1,-6.278169,-77.793221,formulario_campo,0,0,1,0
RC0000611,L000611,F0023,2026-07-12,TEC01,No,-1,0,0,1,1,1,1,1,-6.160251,-77.837154,formulario_campo,2,0,0,0
RC0000612,L000612,F0045,2025-09-29,TEC11,Si,33,0,0,0,1,1,1,0,-6.249637,-77.829114,dashboard_acopio,1,0,1,0
RC0000613,L000613,F0101,2025-09-06,TEC07,Si,32,1,0,0,1,1,0,0,-6.33549,-77.860105,dashboard_acopio,2,1,1,0
RC0000614,L000614,F0027,2026-04-05,TEC02,No_se_sabe,-1,0,0,0,0,0,1,1,-6.277938,-77.792029,dashboard_acopio,0,0,0,1
RC0000615,L000615,F0055,2025-05-26,TEC01,Si,13,0,0,0,1,1,1,1,-6.243182,-77.880141,formulario_campo,1,0,1,0
RC0000616,L000616,F0086,2026-05-08,TEC05,No_se_sabe,-1,1,1,0,1,1,0,0,-6.219055,-77.926274,dashboard_acopio,3,1,0,1
RC0000617,L000617,F0008,2025-04-03,TEC03,No_se_sabe,-1,0,0,0,0,0,1,1,-6.280247,-77.903827,formulario_campo,0,0,0,1
RC0000618,L000618,F0028,2026-05-29,TEC08,Si,41,0,0,1,1,1,1,1,-6.232806,-77.8533,cola_kafka,2,0,1,0
RC0000619,L000619,F0060,2025-06-02,TEC02,Si,7,0,0,1,1,1,1,1,-6.300464,-77.828844,formulario_campo,2,0,1,0
RC0000620,L000620,F0072,2025-05-06,TEC11,No_se_sabe,-1,1,0,0,1,1,1,1,-6.082987,-77.826661,formulario_campo,2,0,0,1
RC0000621,L000621,F0045,2025-05-25,TEC09,No_se_sabe,-1,1,0,0,0,1,1,1,-6.249286,-77.828526,cola_kafka,1,0,0,1
RC0000622,L000622,F0067,2025-09-04,TEC11,No,-1,1,0,0,1,1,1,1,-6.268418,-77.767291,dashboard_acopio,2,0,0,0
RC0000623,L000623,F0020,2025-02-17,TEC08,No,-1,0,0,1,1,1,1,0,-6.203891,-77.89203,formulario_campo,2,0,0,0
RC0000624,L000624,F0061,2025-07-31,TEC11,No_se_sabe,-1,1,0,0,1,1,1,1,-6.243848,-77.863516,dashboard_acopio,2,0,0,1
RC0000625,L000625,F0068,2026-04-24,TEC05,Si,5,0,0,1,1,1,0,0,-6.154426,-77.879948,dashboard_acopio,2,0,1,0
RC0000626,L000626,F0091,2026-07-24,TEC01,No,-1,0,1,0,0,1,0,0,-6.2193,-77.876758,formulario_campo,1,0,0,0
RC0000627,L000627,F0039,2026-06-25,TEC11,Si,15,1,1,1,1,1,0,0,-6.220542,-77.783132,dashboard_acopio,4,1,1,0
RC0000628,L000628,F0072,2025-09-30,TEC10,Si,30,1,1,0,0,1,1,0,-6.083917,-77.828346,formulario_campo,2,0,1,0
RC0000629,L000629,F0089,2025-07-20,TEC05,Si,41,0,0,0,1,1,1,1,-6.213319,-77.849931,cola_kafka,1,0,1,0
RC0000630,L000630,F0107,2025-09-11,TEC01,No_se_sabe,-1,1,0,1,1,1,0,0,-6.226978,-77.903944,formulario_campo,3,1,0,1
RC0000631,L000631,F0055,2025-06-26,TEC08,No,-1,0,0,1,1,1,1,1,-6.242679,-77.879433,dashboard_acopio,2,0,0,0
RC0000632,L000632,F0082,2026-05-04,TEC03,No_se_sabe,-1,0,0,0,0,0,1,0,-6.195046,-77.86954,dashboard_acopio,0,0,0,1
RC0000633,L000633,F0102,2025-09-17,TEC07,No_se_sabe,-1,1,1,0,0,1,1,1,-6.276688,-77.94351,formulario_campo,2,0,0,1
RC0000634,L000634,F0031,2025-04-17,TEC03,No,-1,0,0,0,0,0,0,1,-6.246036,-77.929544,formulario_campo,0,0,0,0
RC0000635,L000635,F0007,2026-05-08,TEC11,No,-1,0,1,0,1,1,1,1,-6.195868,-77.905509,formulario_campo,2,0,0,0
RC0000636,L000636,F0016,2025-04-18,TEC12,No_se_sabe,-1,1,0,1,0,1,1,0,-6.243835,-77.875961,formulario_campo,2,0,0,1
RC0000637,L000637,F0110,2025-08-31,TEC10,Si,33,1,0,0,1,1,0,0,-6.272634,-77.879457,formulario_campo,2,1,1,0
