lote_id,finca_id,empresa_exportadora,peso_quintales,destino_previsto,p_contaminado,decil_riesgo,alerta_modelo,en_cuarentena,decision,motivo,valor_asignado_usd,lote_contaminado
L001796,F0083,Cenfrocafe,103.3,Alemania,0.47058823529411764,3,1,0,SEGREGAR_CONVENCIONAL,riesgo esperado supera la diferencia de precio del lote,16528.0,0
L003794,F0083,Cenfrocafe,117.2,Paises_Bajos,0.47058823529411764,3,1,0,SEGREGAR_CONVENCIONAL,riesgo esperado supera la diferencia de precio del lote,18752.0,0
L002402,F0028,Coop. Norandino,53.3,Estados_Unidos,0.47058823529411764,3,1,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,8528.0,0
L002859,F0083,Cenfrocafe,160.4,Belgica,0.47058823529411764,3,1,0,SEGREGAR_CONVENCIONAL,riesgo esperado supera la diferencia de precio del lote,25664.0,0
L002668,F0033,Olam Peru,138.5,Estados_Unidos,0.47058823529411764,3,1,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,22160.0,1
L000651,F0070,Perhusa,194.0,Paises_Bajos,0.47058823529411764,3,1,0,SEGREGAR_CONVENCIONAL,riesgo esperado supera la diferencia de precio del lote,31040.0,0
L002843,F0091,Cenfrocafe,143.3,Francia,0.47058823529411764,3,1,0,SEGREGAR_CONVENCIONAL,riesgo esperado supera la diferencia de precio del lote,22928.0,1
L002256,F0105,Perhusa,187.9,Alemania,0.23076923076923078,3,1,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,30064.0,0
L000870,F0028,Coop. Norandino,111.0,Alemania,0.23076923076923078,3,1,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,17760.0,0
L002136,F0073,Coop. Norandino,123.6,Alemania,0.23076923076923078,3,1,0,SEGREGAR_CONVENCIONAL,riesgo esperado supera la diferencia de precio del lote,19776.0,1
L004067,F0061,Cenfrocafe,116.8,Paises_Bajos,0.23076923076923078,3,1,0,SEGREGAR_CONVENCIONAL,riesgo esperado supera la diferencia de precio del lote,18688.0,0
L002639,F0118,Olam Peru,124.0,Japon,0.23076923076923078,3,1,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,19840.0,0
L000768,F0029,Olam Peru,208.0,Belgica,0.23076923076923078,3,1,0,SEGREGAR_CONVENCIONAL,riesgo esperado supera la diferencia de precio del lote,33280.0,0
L000260,F0007,Perhusa,150.6,Estados_Unidos,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,24096.0,0
L002555,F0007,Perhusa,171.6,Estados_Unidos,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,27456.0,0
L000244,F0056,Cenfrocafe,197.4,Nacional,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,31584.0,0
L003046,F0055,Olam Peru,134.8,Estados_Unidos,0.1875,4,1,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,21568.0,1
L001222,F0056,Cenfrocafe,178.7,Francia,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,28592.0,1
L000106,F0062,Cenfrocafe,30.7,Alemania,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,4912.0,0
L003336,F0060,Cenfrocafe,122.6,Paises_Bajos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,19616.0,0
L001804,F0059,Perhusa,143.9,Francia,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,23024.0,0
L002087,F0056,Cenfrocafe,98.2,Estados_Unidos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,15712.0,0
L001869,F0056,Cenfrocafe,118.7,Alemania,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,18992.0,0
L002538,F0108,Cenfrocafe,132.8,Alemania,0.1875,3,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,21248.0,0
L001524,F0113,Perhusa,103.0,Belgica,0.1875,3,1,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,16480.0,1
L004187,F0116,Perhusa,90.1,Francia,0.1875,3,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,14416.0,0
L002336,F0050,Olam Peru,117.8,Belgica,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,18848.0,1
L004085,F0051,Cenfrocafe,97.5,Nacional,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,15600.0,0
L001830,F0051,Cenfrocafe,198.0,Alemania,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,31680.0,0
L001549,F0053,Olam Peru,125.7,Paises_Bajos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,20112.0,1
L001581,F0112,Perhusa,263.9,Alemania,0.1875,3,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,42224.0,0
L002353,F0114,Olam Peru,169.9,Alemania,0.1875,3,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,27184.0,0
L003168,F0076,Coop. Norandino,127.3,Alemania,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,20368.0,0
L002970,F0078,Cenfrocafe,100.2,Estados_Unidos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,16032.0,0
L004114,F0030,Cenfrocafe,144.9,Estados_Unidos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,23184.0,0
L001839,F0033,Olam Peru,185.9,Belgica,0.1875,4,1,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,29744.0,0
L001316,F0031,Perhusa,134.2,Francia,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,21472.0,1
L000805,F0081,Cenfrocafe,158.7,Francia,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,25392.0,0
L003084,F0112,Perhusa,180.5,Alemania,0.1875,3,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,28880.0,0
L003460,F0112,Perhusa,203.1,Estados_Unidos,0.1875,3,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,32496.0,0
L002328,F0084,Perhusa,273.2,Alemania,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,43712.0,0
L003809,F0029,Olam Peru,104.3,Japon,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,16688.0,0
L001694,F0029,Olam Peru,83.0,Paises_Bajos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,13280.0,1
L000041,F0082,Coop. Norandino,157.4,Japon,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,25184.0,0
L002435,F0083,Cenfrocafe,106.2,Alemania,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,16992.0,0
L002019,F0083,Cenfrocafe,124.3,Alemania,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,19888.0,0
L002373,F0026,Perhusa,158.2,Estados_Unidos,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,25312.0,0
L003088,F0026,Perhusa,95.5,Nacional,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,15280.0,0
L001110,F0026,Perhusa,181.6,Estados_Unidos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,29056.0,0
L002752,F0026,Perhusa,324.6,Belgica,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,51936.0,0
L000558,F0106,Cenfrocafe,187.4,Belgica,0.1875,3,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,29984.0,1
L001982,F0108,Cenfrocafe,310.3,Alemania,0.1875,3,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,49648.0,0
L004130,F0010,Cenfrocafe,110.2,Belgica,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,17632.0,0
L004041,F0008,Perhusa,95.9,Alemania,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,15344.0,0
L002023,F0008,Perhusa,166.0,Belgica,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,26560.0,0
L002423,F0106,Cenfrocafe,78.2,Belgica,0.1875,3,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,12512.0,1
L001269,F0024,Cenfrocafe,89.2,Alemania,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,14272.0,1
L004168,F0024,Cenfrocafe,65.6,Estados_Unidos,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,10496.0,0
L001808,F0024,Cenfrocafe,66.5,Alemania,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,10640.0,0
L000913,F0023,Perhusa,161.8,Nacional,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,25888.0,1
L002451,F0026,Perhusa,92.9,Estados_Unidos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,14864.0,0
L003785,F0026,Perhusa,140.7,Nacional,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,22512.0,0
L001856,F0042,Olam Peru,238.2,Belgica,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,38112.0,1
L003339,F0039,Perhusa,207.1,Paises_Bajos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,33136.0,0
L001188,F0075,Cenfrocafe,184.5,Nacional,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,29520.0,0
L003180,F0039,Perhusa,239.0,Paises_Bajos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,38240.0,0
L003113,F0074,Cenfrocafe,107.9,Francia,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,17264.0,0
L000760,F0074,Cenfrocafe,181.8,Estados_Unidos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,29088.0,0
L001729,F0074,Cenfrocafe,281.5,Nacional,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,45040.0,0
L000444,F0074,Cenfrocafe,226.5,Estados_Unidos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,36240.0,0
L004006,F0082,Coop. Norandino,111.7,Alemania,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,17872.0,1
L004057,F0082,Coop. Norandino,110.2,Belgica,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,17632.0,0
L001584,F0070,Perhusa,125.3,Alemania,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,20048.0,0
L000789,F0070,Perhusa,85.0,Estados_Unidos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,13600.0,0
L000595,F0094,Coop. Norandino,68.6,Alemania,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,10976.0,0
L003848,F0070,Perhusa,64.7,Paises_Bajos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,10352.0,0
L002468,F0022,Olam Peru,98.3,Francia,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,15728.0,1
L000746,F0020,Perhusa,174.9,Alemania,0.1875,5,1,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,27984.0,0
L001666,F0019,Cenfrocafe,67.2,Belgica,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,10752.0,0
L001014,F0021,Coop. Norandino,136.0,Alemania,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,21760.0,1
L001027,F0018,Coop. Norandino,125.1,Nacional,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,20016.0,0
L003330,F0093,Cenfrocafe,164.4,Estados_Unidos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,26304.0,0
L000372,F0088,Olam Peru,50.3,Estados_Unidos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,8048.0,0
L003939,F0088,Olam Peru,210.6,Estados_Unidos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,33696.0,0
L001811,F0088,Olam Peru,116.7,Belgica,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,18672.0,1
L001751,F0088,Olam Peru,172.5,Francia,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,27600.0,1
L001073,F0071,Cenfrocafe,160.9,Nacional,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,25744.0,0
L000356,F0028,Coop. Norandino,88.8,Estados_Unidos,0.1875,4,1,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,14208.0,0
L003537,F0099,Coop. Norandino,45.4,Francia,0.1875,3,1,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,7264.0,0
L002650,F0104,Olam Peru,153.5,Paises_Bajos,0.1875,3,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,24560.0,0
L001468,F0099,Coop. Norandino,42.5,Francia,0.1875,3,1,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,6800.0,0
L002562,F0101,Coop. Norandino,55.0,Alemania,0.1875,3,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,8800.0,1
L003917,F0010,Cenfrocafe,60.1,Paises_Bajos,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,9616.0,1
L002889,F0008,Perhusa,120.6,Francia,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,19296.0,0
L003563,F0017,Perhusa,176.5,Estados_Unidos,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,28240.0,0
L003945,F0014,Cenfrocafe,196.4,Alemania,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,31424.0,1
L001775,F0096,Cenfrocafe,83.2,Alemania,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,13312.0,1
L003493,F0098,Cenfrocafe,360.8,Belgica,0.1875,4,1,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,57728.0,1
L002241,F0095,Perhusa,109.2,Nacional,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,17472.0,0
L004083,F0070,Perhusa,96.9,Nacional,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,15504.0,0
L002962,F0070,Perhusa,204.5,Francia,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,32720.0,0
L000933,F0070,Perhusa,176.6,Nacional,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,28256.0,0
L001207,F0012,Perhusa,94.1,Nacional,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,15056.0,0
L002096,F0098,Cenfrocafe,225.7,Francia,0.1875,4,1,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,36112.0,0
L000912,F0070,Perhusa,120.0,Estados_Unidos,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,19200.0,0
L001439,F0070,Perhusa,88.4,Nacional,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,14144.0,0
L000137,F0070,Perhusa,123.5,Alemania,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,19760.0,0
L003220,F0068,Olam Peru,171.6,Francia,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,27456.0,0
L002943,F0061,Cenfrocafe,169.5,Japon,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,27120.0,0
L001218,F0044,Coop. Norandino,84.3,Nacional,0.1875,4,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,13488.0,0
L003387,F0109,Coop. Norandino,130.3,Estados_Unidos,0.1875,3,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,20848.0,0
L000283,F0001,Olam Peru,161.6,Estados_Unidos,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,25856.0,0
L001462,F0004,Perhusa,99.5,Alemania,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,15920.0,1
L002439,F0119,Olam Peru,153.7,Belgica,0.1875,3,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,24592.0,0
L002575,F0003,Coop. Norandino,174.3,Francia,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,27888.0,0
L004008,F0120,Olam Peru,132.3,Alemania,0.1875,3,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,21168.0,1
L001461,F0120,Olam Peru,231.4,Paises_Bajos,0.1875,3,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,37024.0,0
L002690,F0037,Coop. Norandino,48.0,Japon,0.1875,3,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,7680.0,0
L002028,F0002,Cenfrocafe,119.3,Paises_Bajos,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,19088.0,0
L000709,F0003,Coop. Norandino,108.7,Nacional,0.1875,5,1,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,17392.0,0
L000232,F0078,Cenfrocafe,230.3,Nacional,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,36848.0,0
L000314,F0019,Cenfrocafe,167.1,Estados_Unidos,0.17307692307692307,6,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,26736.0,0
L002579,F0016,Cenfrocafe,125.4,Alemania,0.17307692307692307,6,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,20064.0,0
L000122,F0069,Coop. Norandino,250.2,Francia,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,40032.0,0
L000774,F0072,Perhusa,109.0,Paises_Bajos,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,17440.0,0
L002259,F0072,Perhusa,99.6,Paises_Bajos,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,15936.0,0
L002206,F0072,Perhusa,86.7,Nacional,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,13872.0,0
L000059,F0072,Perhusa,289.2,Francia,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,46272.0,0
L003692,F0076,Coop. Norandino,81.9,Belgica,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,13104.0,1
L003316,F0076,Coop. Norandino,82.2,Alemania,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,13152.0,0
L002086,F0013,Olam Peru,263.3,Paises_Bajos,0.17307692307692307,6,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,42128.0,0
L001999,F0010,Cenfrocafe,229.6,Alemania,0.17307692307692307,6,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,36736.0,0
L003516,F0061,Cenfrocafe,65.3,Nacional,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,10448.0,0
L000214,F0063,Olam Peru,100.5,Alemania,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,16080.0,0
L002161,F0046,Cenfrocafe,105.2,Alemania,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,16832.0,1
L003128,F0111,Perhusa,202.5,Belgica,0.17307692307692307,5,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,32400.0,0
L002785,F0066,Perhusa,79.3,Nacional,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,12688.0,1
L000792,F0066,Perhusa,282.0,Belgica,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,45120.0,0
L003532,F0050,Olam Peru,71.6,Nacional,0.17307692307692307,5,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,15035.999999999998,0
L001384,F0005,Olam Peru,117.9,Estados_Unidos,0.17307692307692307,6,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,18864.0,0
L003014,F0002,Cenfrocafe,52.1,Nacional,0.17307692307692307,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,10941.0,1
L003546,F0002,Cenfrocafe,129.3,Nacional,0.17307692307692307,6,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,20688.0,0
L002063,F0055,Olam Peru,105.7,Francia,0.17307692307692307,5,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,16912.0,1
L000162,F0061,Cenfrocafe,213.3,Belgica,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,34128.0,0
L002140,F0089,Olam Peru,73.2,Francia,0.17307692307692307,5,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,15372.0,0
L000010,F0089,Olam Peru,136.6,Nacional,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,21856.0,0
L000437,F0088,Olam Peru,155.2,Estados_Unidos,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,24832.0,1
L001163,F0083,Cenfrocafe,306.8,Francia,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,49088.0,1
L002220,F0091,Cenfrocafe,223.3,Japon,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,35728.0,1
L000626,F0091,Cenfrocafe,97.9,Alemania,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,15664.0,0
L003962,F0094,Coop. Norandino,78.6,Estados_Unidos,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,12576.0,0
L000112,F0080,Cenfrocafe,48.5,Estados_Unidos,0.17307692307692307,5,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,10185.0,0
L000296,F0078,Cenfrocafe,76.6,Estados_Unidos,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,12256.0,0
L002324,F0096,Cenfrocafe,113.3,Estados_Unidos,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,18128.0,0
L001310,F0020,Perhusa,269.8,Belgica,0.17307692307692307,6,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,43168.0,0
L001733,F0019,Cenfrocafe,87.6,Estados_Unidos,0.17307692307692307,6,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,14016.0,1
L001844,F0003,Coop. Norandino,304.4,Alemania,0.17307692307692307,6,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,48704.0,0
L001987,F0083,Cenfrocafe,82.6,Francia,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,13216.0,0
L001482,F0083,Cenfrocafe,154.7,Paises_Bajos,0.17307692307692307,5,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,32486.999999999996,0
L001032,F0083,Cenfrocafe,64.0,Japon,0.17307692307692307,5,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,13440.0,0
L003936,F0025,Perhusa,235.5,Nacional,0.17307692307692307,6,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,37680.0,0
L001472,F0039,Perhusa,103.9,Estados_Unidos,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,16624.0,1
L001972,F0020,Perhusa,203.8,Belgica,0.17307692307692307,6,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,32608.0,0
