finca_id,fecha,velocidad_viento_kmh,direccion_viento_deg,temperatura_c,humedad_relativa_pct,precipitacion_mm
F0035,2026-02-28,7.72,61.0,26.42,63.0,0.0
F0035,2026-03-01,13.04,153.5,21.65,74.4,12.63
F0035,2026-03-02,19.2,146.6,21.98,69.1,0.0
F0035,2026-03-03,5.28,249.5,24.36,75.5,0.0
F0035,2026-03-04,8.67,157.6,21.25,73.8,9.32
F0035,2026-03-05,6.19,138.2,26.77,65.9,0.0
F0035,2026-03-06,25.41,53.3,26.17,70.6,0.0
F0035,2026-03-07,27.92,130.7,25.23,67.4,0.0
F0035,2026-03-08,9.19,145.1,23.67,71.1,0.0
F0035,2026-03-09,13.12,96.4,23.83,66.0,3.2
F0035,2026-03-10,11.95,61.9,23.43,78.7,10.8
F0035,2026-03-11,15.13,134.5,27.54,76.7,7.92
F0035,2026-03-12,32.82,104.9,23.56,70.2,0.0
F0035,2026-03-13,6.19,116.7,27.09,78.6,0.0
F0035,2026-03-14,10.39,75.0,25.02,73.1,0.0
F0035,2026-03-15,10.12,115.8,22.92,80.8,2.48
F0035,2026-03-16,9.38,97.5,24.8,75.2,0.0
F0035,2026-03-17,14.15,87.6,25.68,71.3,10.25
F0035,2026-03-18,13.26,84.3,24.55,74.5,0.0
F0035,2026-03-19,7.69,147.3,23.69,80.4,0.0
F0035,2026-03-20,12.14,124.0,25.18,73.6,0.0
F0035,2026-03-21,9.16,143.9,22.13,75.5,0.0
F0035,2026-03-22,11.48,42.8,23.8,70.3,6.71
F0035,2026-03-23,7.58,143.7,26.29,80.2,0.0
F0035,2026-03-24,11.94,70.7,25.83,76.4,0.0
F0035,2026-03-25,7.83,119.6,24.65,79.2,0.0
F0035,2026-03-26,6.2,180.4,25.75,79.0,0.0
F0035,2026-03-27,9.31,131.0,22.18,76.4,0.0
F0035,2026-03-28,7.72,211.8,22.23,76.2,0.0
F0035,2026-03-29,10.82,77.0,24.21,76.8,0.0
F0035,2026-03-30,7.26,150.0,25.91,72.7,0.0
F0035,2026-03-31,10.96,146.5,22.97,86.0,15.18
F0035,2026-04-01,8.34,224.9,21.47,79.9,1.41
F0035,2026-04-02,11.33,223.3,21.98,76.5,0.08
F0035,2026-04-03,2.02,134.1,23.55,85.9,0.0
F0035,2026-04-04,3.93,113.8,22.68,78.4,0.0
F0035,2026-04-05,4.9,163.8,20.5,80.6,4.49
F0035,2026-04-06,10.06,134.1,24.62,79.2,16.18
F0035,2026-04-07,5.69,224.9,26.26,84.9,0.84
F0035,2026-04-08,4.31,146.8,25.31,82.3,0.0
F0035,2026-04-09,7.08,92.6,22.91,79.3,0.0
F0035,2026-04-10,12.43,141.4,26.15,77.6,0.0
F0035,2026-04-11,9.57,114.1,23.79,71.5,0.0
F0035,2026-04-12,11.62,166.0,23.53,85.9,0.0
F0035,2026-04-13,2.54,119.9,26.44,74.0,0.0
F0035,2026-04-14,8.47,122.8,22.77,74.6,0.0
F0035,2026-04-15,5.37,115.2,24.21,81.2,4.56
F0035,2026-04-16,9.48,206.8,24.29,78.1,3.45
F0035,2026-04-17,7.09,114.1,22.77,79.9,5.22
F0035,2026-04-18,13.19,76.4,24.51,81.9,0.0
F0035,2026-04-19,6.06,138.6,21.57,84.3,0.0
F0035,2026-04-20,5.55,148.9,26.31,87.4,35.06
F0035,2026-04-21,3.96,196.2,23.58,79.1,0.0
F0035,2026-04-22,8.57,194.4,23.41,81.5,4.78
F0035,2026-04-23,14.81,135.5,22.93,93.1,0.0
F0035,2026-04-24,2.81,107.3,25.49,75.3,2.06
F0035,2026-04-25,3.56,117.3,25.29,79.0,0.0
F0035,2026-04-26,3.06,157.6,21.88,83.9,13.32
F0035,2026-04-27,1.95,226.4,21.85,86.4,0.0
F0035,2026-04-28,10.39,178.1,22.38,91.3,0.0
F0035,2026-04-29,6.0,72.4,23.06,91.0,5.61
F0035,2026-04-30,7.11,52.8,24.22,81.2,0.0
F0035,2026-05-01,7.87,67.3,23.3,81.9,2.21
F0035,2026-05-02,6.69,134.0,21.47,90.4,28.32
F0035,2026-05-03,4.27,123.0,20.27,82.8,17.88
F0035,2026-05-04,8.64,64.5,23.75,76.6,0.0
F0035,2026-05-05,12.35,123.8,20.87,74.9,0.0
F0035,2026-05-06,10.39,96.9,22.71,78.8,0.0
F0035,2026-05-07,15.05,169.8,23.97,82.6,0.0
F0035,2026-05-08,1.69,186.8,25.43,82.8,0.0
F0035,2026-05-09,3.72,189.5,24.55,84.7,0.0
F0035,2026-05-10,2.32,90.3,18.76,83.8,0.0
F0035,2026-05-11,8.01,126.6,22.51,83.5,0.0
F0035,2026-05-12,2.15,87.4,24.79,80.8,12.91
F0035,2026-05-13,11.07,192.6,23.09,79.5,9.3
F0035,2026-05-14,6.62,112.9,21.56,86.0,0.0
F0035,2026-05-15,3.09,60.4,21.14,82.0,0.56
F0035,2026-05-16,3.05,248.3,21.76,90.7,17.64
F0035,2026-05-17,5.78,185.4,24.34,79.4,9.24
F0035,2026-05-18,4.02,166.0,26.49,82.9,0.0
F0035,2026-05-19,3.05,204.4,18.47,84.0,13.33
F0035,2026-05-20,9.96,88.2,23.45,82.8,5.36
F0035,2026-05-21,8.4,55.2,21.55,79.7,11.68
F0035,2026-05-22,5.06,144.9,20.34,83.0,2.26
F0035,2026-05-23,4.72,152.4,25.18,90.1,17.38
F0035,2026-05-24,7.28,58.6,24.39,82.6,0.0
F0035,2026-05-25,7.52,97.5,20.11,84.8,13.78
F0035,2026-05-26,7.86,87.6,19.76,73.4,0.0
F0035,2026-05-27,6.41,58.7,19.91,85.7,10.85
F0035,2026-05-28,4.34,69.2,24.47,83.7,6.66
F0035,2026-05-29,7.64,34.4,20.36,82.8,10.99
F0035,2026-05-30,7.83,128.6,20.19,77.9,4.87
F0035,2026-05-31,5.47,167.6,24.14,79.7,0.0
F0035,2026-06-01,7.75,50.6,22.79,87.8,13.84
F0035,2026-06-02,2.6,169.5,22.97,74.1,3.78
F0035,2026-06-03,4.99,136.7,21.0,85.0,0.0
F0035,2026-06-04,5.52,212.8,20.22,96.9,48.6
F0035,2026-06-05,6.59,124.2,21.98,89.9,0.0
F0035,2026-06-06,12.09,152.0,23.88,91.8,12.68
F0035,2026-06-07,6.51,164.6,20.97,86.4,4.46
F0035,2026-06-08,6.06,123.1,21.41,83.5,2.76
F0035,2026-06-09,4.44,150.5,22.7,96.9,8.15
F0035,2026-06-10,6.09,154.4,22.97,80.2,6.27
F0035,2026-06-11,6.34,98.6,19.83,97.6,25.28
F0035,2026-06-12,4.85,135.5,19.57,87.3,18.78
F0035,2026-06-13,6.51,234.4,21.07,89.8,18.16
F0035,2026-06-14,6.67,193.3,21.74,84.8,0.82
F0035,2026-06-15,6.43,125.4,20.07,85.0,12.8
F0035,2026-06-16,8.06,245.2,24.2,90.4,34.35
F0035,2026-06-17,2.35,64.0,20.26,86.4,29.01
F0035,2026-06-18,5.61,110.3,19.64,82.2,5.9
F0035,2026-06-19,3.49,129.5,22.68,94.5,7.08
F0035,2026-06-20,5.2,42.1,19.56,85.9,4.88
F0035,2026-06-21,8.98,171.0,21.31,88.8,5.88
F0035,2026-06-22,8.09,131.6,21.92,82.2,1.34
F0035,2026-06-23,3.41,103.4,22.6,90.3,11.4
F0035,2026-06-24,2.05,130.9,21.63,82.0,7.5
F0035,2026-06-25,5.45,129.1,22.12,87.5,0.0
F0035,2026-06-26,2.94,86.5,21.53,77.6,10.91
F0035,2026-06-27,2.96,155.2,19.78,97.7,30.73
F0035,2026-06-28,14.04,66.8,19.72,84.5,0.0
F0035,2026-06-29,4.24,146.6,18.54,89.3,1.22
F0035,2026-06-30,2.92,167.7,22.3,88.2,0.0
F0035,2026-07-01,4.0,283.6,20.91,98.2,31.8
F0035,2026-07-02,3.8,128.1,23.22,85.1,6.0
F0035,2026-07-03,3.26,83.2,19.95,84.8,11.58
F0035,2026-07-04,6.77,121.6,22.42,95.5,0.62
F0035,2026-07-05,7.27,124.0,22.04,97.6,15.01
F0035,2026-07-06,1.11,154.4,22.91,85.7,2.99
F0035,2026-07-07,3.15,210.9,21.09,88.0,4.95
F0035,2026-07-08,8.88,201.7,19.02,91.2,26.88
F0035,2026-07-09,4.98,127.7,21.98,88.0,0.0
F0035,2026-07-10,2.83,165.8,20.62,89.1,4.3
F0035,2026-07-11,1.35,172.4,23.09,90.8,3.0
F0035,2026-07-12,3.3,171.4,22.34,88.0,17.16
F0035,2026-07-13,5.53,51.0,20.89,90.1,23.69
F0035,2026-07-14,4.54,191.3,22.02,80.1,9.25
F0035,2026-07-15,2.89,235.4,20.63,89.6,4.68
F0035,2026-07-16,3.71,84.0,19.77,96.8,0.0
F0035,2026-07-17,7.17,150.0,25.19,87.5,2.35
F0035,2026-07-18,9.78,162.8,20.28,91.0,0.9
F0035,2026-07-19,10.18,84.5,21.09,94.5,8.98
F0035,2026-07-20,3.24,112.2,22.34,92.0,0.55
F0035,2026-07-21,4.65,189.9,18.02,92.1,0.34
F0035,2026-07-22,5.69,140.4,22.12,94.8,18.74
F0035,2026-07-23,2.4,199.1,19.66,84.4,0.0
F0035,2026-07-24,5.69,101.9,20.71,92.2,27.13
F0035,2026-07-25,6.3,98.7,20.88,95.1,5.68
F0035,2026-07-26,3.22,150.4,22.07,92.4,23.93
F0035,2026-07-27,10.25,160.9,23.0,94.1,3.6
F0035,2026-07-28,7.81,27.5,19.64,94.7,9.83
F0035,2026-07-29,2.83,103.2,21.48,88.4,0.85
F0035,2026-07-30,4.08,127.8,22.92,88.8,21.53
F0035,2026-07-31,3.14,208.1,19.51,90.1,8.34
F0035,2026-08-01,3.76,249.0,21.63,88.2,11.03
F0035,2026-08-02,4.51,142.3,23.41,89.8,12.88
F0035,2026-08-03,2.89,134.2,21.51,91.1,15.85
F0035,2026-08-04,10.15,174.0,20.33,87.6,0.0
F0035,2026-08-05,10.62,128.6,21.85,88.0,0.0
F0035,2026-08-06,3.46,139.1,22.34,100.0,48.47
F0035,2026-08-07,3.85,131.8,21.29,85.5,3.78
F0035,2026-08-08,4.01,139.6,23.1,84.1,3.62
F0035,2026-08-09,2.65,119.8,21.11,98.7,12.72
F0035,2026-08-10,2.56,145.9,23.2,87.1,20.38
F0035,2026-08-11,5.26,40.9,23.3,79.7,0.72
F0035,2026-08-12,5.3,143.7,23.46,87.1,0.0
F0035,2026-08-13,2.87,127.1,21.3,82.1,0.0
F0035,2026-08-14,3.04,151.5,22.7,95.8,16.41
F0035,2026-08-15,3.58,161.7,22.88,88.6,0.0
F0035,2026-08-16,8.76,179.2,23.13,89.0,25.09
F0035,2026-08-17,3.41,70.4,16.36,100.0,67.43
F0035,2026-08-18,4.65,342.8,23.3,92.5,35.13
F0035,2026-08-19,6.13,109.2,18.88,93.5,0.0
F0035,2026-08-20,6.8,146.6,21.67,89.4,9.76
F0035,2026-08-21,5.0,245.6,21.32,84.6,7.59
F0035,2026-08-22,7.69,175.2,22.76,80.4,0.13
F0035,2026-08-23,5.5,109.4,17.31,94.5,21.6
F0035,2026-08-24,7.04,148.5,19.87,78.5,1.91
F0035,2026-08-25,6.21,148.8,19.04,88.1,14.25
F0035,2026-08-26,8.39,52.1,20.66,87.3,0.0
F0035,2026-08-27,4.47,84.9,22.36,78.7,1.27
F0035,2026-08-28,7.76,133.0,23.08,90.7,6.74
F0035,2026-08-29,9.57,120.6,20.5,80.6,0.0
F0035,2026-08-30,13.05,157.4,23.64,89.4,3.15
F0035,2026-08-31,5.26,66.1,21.69,91.9,2.78
F0036,2025-01-01,7.37,234.2,26.09,74.6,0.0
F0036,2025-01-02,6.83,258.7,25.92,63.6,0.0
F0036,2025-01-03,5.82,216.1,25.89,74.0,0.0
F0036,2025-01-04,7.45,224.7,26.03,73.2,14.79
F0036,2025-01-05,9.54,228.9,27.55,74.5,0.0
F0036,2025-01-06,10.17,279.7,23.16,70.1,0.0
F0036,2025-01-07,3.6,299.3,24.37,69.9,0.0
F0036,2025-01-08,4.35,296.8,23.19,75.7,2.29
F0036,2025-01-09,8.33,234.7,28.25,64.9,0.0
F0036,2025-01-10,8.53,210.4,23.99,72.0,0.0
F0036,2025-01-11,9.14,257.0,22.41,78.3,0.0
F0036,2025-01-12,19.16,207.2,25.77,72.5,13.74
F0036,2025-01-13,16.86,285.0,24.87,70.8,0.0
F0036,2025-01-14,9.09,343.0,22.61,68.4,0.0
F0036,2025-01-15,8.94,269.3,25.31,70.0,0.0
F0036,2025-01-16,26.89,255.6,25.05,81.9,12.9
F0036,2025-01-17,7.54,168.0,28.08,71.3,0.0
F0036,2025-01-18,4.9,269.6,27.84,74.7,0.0
F0036,2025-01-19,16.24,253.5,26.35,80.3,16.39
F0036,2025-01-20,5.33,171.5,23.83,69.7,0.0
F0036,2025-01-21,16.29,328.3,24.75,67.0,0.0
F0036,2025-01-22,8.05,276.5,24.19,74.5,0.0
F0036,2025-01-23,7.04,206.4,26.07,71.2,0.0
F0036,2025-01-24,22.15,292.9,26.74,71.8,0.0
F0036,2025-01-25,6.81,239.3,25.16,75.1,0.0
F0036,2025-01-26,12.28,329.2,27.02,63.3,0.11
F0036,2025-01-27,5.53,273.9,24.42,70.1,0.0
F0036,2025-01-28,14.45,214.6,22.86,67.7,0.0
F0036,2025-01-29,5.33,260.2,24.72,71.1,0.0
F0036,2025-01-30,14.88,223.3,24.14,70.2,0.0
F0036,2025-01-31,29.75,44.0,27.49,70.4,0.0
F0036,2025-02-01,6.54,229.4,24.86,80.2,0.0
F0036,2025-02-02,8.81,258.2,21.56,75.1,0.0
F0036,2025-02-03,6.35,229.7,26.25,63.7,2.57
F0036,2025-02-04,15.2,338.8,24.76,68.7,0.0
F0036,2025-02-05,20.26,314.0,24.73,77.4,0.0
F0036,2025-02-06,7.94,348.2,28.46,67.2,0.0
F0036,2025-02-07,30.69,181.7,27.3,78.3,0.0
F0036,2025-02-08,13.05,240.8,25.58,66.6,0.0
F0036,2025-02-09,8.27,247.3,24.2,72.9,0.0
F0036,2025-02-10,6.27,259.6,22.87,70.5,0.0
F0036,2025-02-11,7.4,325.7,26.27,72.9,0.0
F0036,2025-02-12,6.45,220.0,25.73,70.3,0.0
F0036,2025-02-13,9.87,203.6,23.36,69.4,0.0
F0036,2025-02-14,9.88,245.0,25.99,78.3,0.0
F0036,2025-02-15,16.71,250.3,25.89,66.7,0.0
F0036,2025-02-16,7.34,235.2,26.06,75.0,0.0
F0036,2025-02-17,7.23,282.7,24.7,81.3,0.0
F0036,2025-02-18,5.8,258.2,26.39,59.8,0.0
F0036,2025-02-19,9.53,287.0,24.41,79.5,12.2
F0036,2025-02-20,14.74,256.2,20.27,68.4,0.62
F0036,2025-02-21,7.69,183.0,27.41,79.0,3.14
F0036,2025-02-22,9.16,272.3,28.66,61.6,0.83
F0036,2025-02-23,5.17,263.5,24.19,76.1,0.0
F0036,2025-02-24,3.17,260.2,26.67,72.1,0.0
F0036,2025-02-25,16.65,326.2,24.67,77.9,7.52
F0036,2025-02-26,10.52,179.4,25.49,77.1,0.0
F0036,2025-02-27,5.25,8.8,25.23,76.6,0.0
F0036,2025-02-28,10.01,340.3,25.31,75.9,0.0
F0036,2025-03-01,5.91,287.9,23.37,72.1,0.0
F0036,2025-03-02,11.8,315.5,25.17,71.9,0.0
F0036,2025-03-03,3.83,307.0,26.31,67.6,5.55
F0036,2025-03-04,4.78,262.6,23.01,74.3,8.83
F0036,2025-03-05,4.7,246.4,26.0,71.3,0.0
F0036,2025-03-06,7.61,344.6,26.15,69.8,0.0
F0036,2025-03-07,1.43,298.0,26.61,76.1,2.22
F0036,2025-03-08,11.51,251.8,27.85,78.7,1.81
F0036,2025-03-09,14.4,34.1,24.89,72.1,0.0
F0036,2025-03-10,16.92,341.9,25.88,78.8,0.28
F0036,2025-03-11,2.44,288.9,25.68,71.3,0.0
F0036,2025-03-12,5.96,260.3,25.97,76.3,0.0
F0036,2025-03-13,25.42,47.2,22.88,74.4,0.0
F0036,2025-03-14,6.79,285.9,27.23,79.1,7.63
F0036,2025-03-15,7.79,265.5,24.92,78.8,12.46
F0036,2025-03-16,25.27,286.9,26.14,69.1,0.0
F0036,2025-03-17,6.48,341.5,22.98,80.9,0.0
F0036,2025-03-18,10.93,314.9,24.36,79.9,5.86
F0036,2025-03-19,9.0,259.5,20.44,74.6,0.0
F0036,2025-03-20,4.63,232.9,22.89,69.5,0.0
F0036,2025-03-21,1.97,249.9,25.67,66.6,0.0
F0036,2025-03-22,10.66,329.0,22.7,66.4,7.79
F0036,2025-03-23,9.57,329.6,24.56,72.7,0.92
F0036,2025-03-24,12.34,214.6,25.61,74.5,22.92
F0036,2025-03-25,5.0,256.5,24.93,78.9,0.28
F0036,2025-03-26,8.46,286.0,23.85,63.2,6.2
F0036,2025-03-27,12.31,284.9,24.7,69.3,0.0
F0036,2025-03-28,13.76,212.4,23.62,77.5,0.0
F0036,2025-03-29,6.88,190.6,23.43,81.9,0.0
F0036,2025-03-30,5.24,301.2,23.5,80.6,21.6
F0036,2025-03-31,3.22,272.1,23.38,84.7,11.74
F0036,2025-04-01,13.77,255.8,19.57,72.3,0.0
F0036,2025-04-02,6.45,229.7,22.11,74.7,0.0
F0036,2025-04-03,3.88,313.9,22.09,70.4,1.24
F0036,2025-04-04,5.23,233.6,25.91,78.0,0.0
F0036,2025-04-05,2.9,285.8,22.61,80.1,20.8
F0036,2025-04-06,9.01,292.0,20.59,89.6,4.05
F0036,2025-04-07,9.22,320.0,27.01,83.5,0.0
F0036,2025-04-08,5.79,145.7,20.31,71.6,17.67
F0036,2025-04-09,9.1,175.6,21.83,76.3,0.0
F0036,2025-04-10,4.99,327.5,22.85,73.9,0.0
F0036,2025-04-11,4.83,277.8,25.91,86.1,13.61
F0036,2025-04-12,8.01,260.2,23.09,85.5,5.33
F0036,2025-04-13,5.43,203.6,24.97,78.5,0.0
F0036,2025-04-14,5.29,213.7,21.73,76.7,0.0
F0036,2025-04-15,12.31,333.3,22.77,78.9,5.63
F0036,2025-04-16,7.01,339.4,23.43,74.8,6.62
F0036,2025-04-17,8.41,274.1,23.48,85.3,17.04
F0036,2025-04-18,3.36,242.6,23.44,71.6,0.0
F0036,2025-04-19,7.27,353.4,26.52,82.2,0.0
F0036,2025-04-20,3.95,324.3,22.79,78.4,0.0
F0036,2025-04-21,6.38,223.0,24.6,85.0,2.38
F0036,2025-04-22,2.37,249.8,26.48,88.8,15.66
F0036,2025-04-23,7.85,339.9,23.58,82.2,0.0
F0036,2025-04-24,19.45,258.5,20.01,85.4,4.1
F0036,2025-04-25,9.36,255.7,21.99,83.8,0.0
F0036,2025-04-26,5.86,124.7,24.92,73.2,0.0
F0036,2025-04-27,6.47,286.4,25.27,80.6,0.0
F0036,2025-04-28,11.19,233.0,22.43,84.9,7.59
F0036,2025-04-29,11.36,235.3,19.27,77.9,0.0
F0036,2025-04-30,8.31,258.1,20.17,78.0,22.49
F0036,2025-05-01,6.85,231.6,24.77,91.0,26.57
F0036,2025-05-02,9.21,300.4,24.73,74.9,0.68
F0036,2025-05-03,10.26,252.7,23.85,89.7,5.81
F0036,2025-05-04,8.71,292.2,21.52,76.4,0.0
F0036,2025-05-05,6.08,276.7,23.0,84.0,0.0
F0036,2025-05-06,5.29,219.7,22.79,83.2,0.0
F0036,2025-05-07,7.04,241.5,20.17,85.3,10.49
F0036,2025-05-08,12.45,269.1,24.19,84.0,10.06
F0036,2025-05-09,7.67,261.7,21.49,82.0,2.65
F0036,2025-05-10,5.58,295.4,23.35,89.1,14.81
F0036,2025-05-11,4.36,286.2,22.38,85.1,0.0
F0036,2025-05-12,1.55,305.0,24.47,94.0,0.12
F0036,2025-05-13,8.81,301.2,21.96,85.1,6.24
F0036,2025-05-14,4.23,288.6,20.66,74.0,0.0
F0036,2025-05-15,6.34,293.8,22.47,84.7,0.0
F0036,2025-05-16,11.4,239.3,23.86,90.4,11.65
F0036,2025-05-17,3.47,160.1,22.32,89.6,5.12
F0036,2025-05-18,9.62,286.9,19.39,89.5,11.78
F0036,2025-05-19,7.27,224.1,19.55,91.0,32.13
F0036,2025-05-20,3.92,215.3,22.91,84.5,5.02
F0036,2025-05-21,8.57,22.3,22.42,82.9,16.31
F0036,2025-05-22,7.93,276.1,22.21,89.1,8.45
F0036,2025-05-23,3.28,234.4,21.11,76.5,0.0
F0036,2025-05-24,4.54,291.8,22.89,85.1,3.07
F0036,2025-05-25,2.54,237.7,23.36,82.2,4.78
F0036,2025-05-26,7.83,192.2,26.04,90.7,6.65
F0036,2025-05-27,7.58,314.1,22.95,82.1,0.82
F0036,2025-05-28,1.74,259.4,22.38,83.2,3.69
F0036,2025-05-29,2.74,201.3,20.74,77.9,0.0
F0036,2025-05-30,3.57,223.4,21.04,81.9,1.76
F0036,2025-05-31,4.56,212.8,22.98,77.1,0.0
F0036,2025-06-01,5.04,263.8,21.26,80.0,0.0
F0036,2025-06-02,4.79,356.6,23.04,82.4,3.47
F0036,2025-06-03,14.91,306.9,19.51,82.0,1.76
F0036,2025-06-04,3.07,342.2,22.64,87.2,0.0
F0036,2025-06-05,9.55,246.8,21.56,87.2,11.28
F0036,2025-06-06,3.56,268.9,18.57,88.3,3.85
F0036,2025-06-07,5.49,274.5,21.74,89.2,0.0
F0036,2025-06-08,6.13,223.8,19.81,97.1,24.11
F0036,2025-06-09,1.27,238.8,20.66,88.0,0.0
F0036,2025-06-10,6.95,357.2,22.25,94.0,22.3
F0036,2025-06-11,6.02,257.3,23.25,88.3,0.0
F0036,2025-06-12,8.87,276.6,21.68,91.2,16.06
F0036,2025-06-13,8.83,309.3,21.75,87.2,0.84
F0036,2025-06-14,4.61,252.5,18.66,81.9,2.26
F0036,2025-06-15,4.94,236.1,21.45,86.6,5.29
F0036,2025-06-16,7.12,195.9,22.14,91.1,1.62
F0036,2025-06-17,6.22,298.3,21.85,72.6,0.77
F0036,2025-06-18,5.5,234.6,21.84,91.4,0.0
F0036,2025-06-19,4.13,263.6,19.03,92.9,2.33
F0036,2025-06-20,12.54,189.9,21.65,96.9,32.61
F0036,2025-06-21,9.59,178.6,21.32,91.0,2.98
F0036,2025-06-22,3.21,241.1,19.45,86.3,7.66
F0036,2025-06-23,6.7,349.1,24.82,84.0,1.24
F0036,2025-06-24,6.94,214.4,18.76,91.0,23.68
F0036,2025-06-25,6.34,162.3,18.59,92.4,10.09
F0036,2025-06-26,4.16,252.8,22.96,85.3,4.66
F0036,2025-06-27,8.09,214.9,21.29,87.8,1.32
F0036,2025-06-28,4.6,289.4,21.41,82.8,7.84
F0036,2025-06-29,1.81,222.6,24.11,93.5,29.51
F0036,2025-06-30,4.46,275.4,21.87,90.1,5.89
F0036,2025-07-01,6.03,279.9,21.14,93.8,20.92
F0036,2025-07-02,1.95,214.6,21.51,83.5,3.9
F0036,2025-07-03,6.37,147.1,21.68,80.8,2.06
F0036,2025-07-04,3.05,301.7,22.25,93.7,4.26
F0036,2025-07-05,5.99,235.2,21.56,94.1,0.0
F0036,2025-07-06,12.8,252.9,22.73,83.7,1.33
F0036,2025-07-07,4.35,264.3,21.8,75.8,2.97
F0036,2025-07-08,2.43,276.8,22.47,98.8,7.88
F0036,2025-07-09,4.7,291.9,22.06,92.7,8.99
F0036,2025-07-10,2.19,318.3,20.18,85.5,0.23
F0036,2025-07-11,1.98,233.7,21.59,82.3,7.43
F0036,2025-07-12,4.34,254.6,22.15,91.0,1.73
F0036,2025-07-13,5.81,267.8,22.34,85.4,8.87
F0036,2025-07-14,6.26,1.3,21.86,87.3,13.31
F0036,2025-07-15,2.74,296.6,21.02,86.0,18.56
F0036,2025-07-16,6.26,167.3,20.99,98.3,4.11
F0036,2025-07-17,6.59,250.5,22.49,87.7,5.11
F0036,2025-07-18,7.59,245.9,18.73,82.9,0.98
F0036,2025-07-19,5.58,273.7,21.46,77.9,1.03
F0036,2025-07-20,5.24,318.9,18.85,91.0,0.94
F0036,2025-07-21,1.56,325.9,21.7,82.9,1.72
F0036,2025-07-22,5.08,153.4,18.92,87.4,0.0
F0036,2025-07-23,5.14,273.3,21.09,82.0,0.0
F0036,2025-07-24,6.07,227.3,21.51,90.1,5.2
F0036,2025-07-25,5.68,274.6,20.08,100.0,35.19
F0036,2025-07-26,2.43,351.9,17.76,83.9,3.06
F0036,2025-07-27,3.5,289.6,22.05,89.9,1.58
F0036,2025-07-28,2.47,188.7,19.0,92.7,7.11
F0036,2025-07-29,6.07,262.4,20.02,88.8,0.17
F0036,2025-07-30,10.01,140.4,22.83,85.4,12.19
F0036,2025-07-31,4.39,218.9,20.49,93.5,0.0
F0036,2025-08-01,5.53,307.7,23.53,88.4,7.86
F0036,2025-08-02,8.44,231.8,19.97,89.8,23.33
F0036,2025-08-03,5.54,250.1,20.99,87.3,1.99
F0036,2025-08-04,2.13,290.0,17.41,89.2,5.32
F0036,2025-08-05,4.8,96.0,19.6,90.9,0.0
F0036,2025-08-06,5.58,344.9,24.56,88.1,1.58
F0036,2025-08-07,5.83,344.6,20.57,84.4,0.0
F0036,2025-08-08,8.05,209.8,22.32,90.8,0.0
F0036,2025-08-09,1.57,248.6,22.85,85.8,5.4
F0036,2025-08-10,5.41,262.3,22.24,91.4,3.63
F0036,2025-08-11,4.93,304.4,21.16,87.9,6.13
F0036,2025-08-12,7.5,252.1,20.13,87.0,0.0
F0036,2025-08-13,2.12,258.7,20.9,96.9,10.26
F0036,2025-08-14,12.7,199.6,19.9,82.0,14.37
F0036,2025-08-15,4.79,294.4,23.36,88.6,0.0
F0036,2025-08-16,4.87,168.3,19.61,79.1,0.0
F0036,2025-08-17,3.68,248.5,23.04,94.7,8.81
F0036,2025-08-18,5.79,295.3,21.98,88.3,0.0
F0036,2025-08-19,6.67,231.6,19.85,93.0,50.05
F0036,2025-08-20,6.05,279.2,22.86,84.9,3.86
F0036,2025-08-21,8.77,308.2,22.48,88.3,12.24
F0036,2025-08-22,5.33,225.3,21.24,85.4,0.0
F0036,2025-08-23,2.11,194.0,20.29,89.4,4.68
F0036,2025-08-24,6.73,317.4,21.21,87.1,20.58
F0036,2025-08-25,5.1,235.4,22.53,91.1,13.94
F0036,2025-08-26,5.29,232.6,21.51,86.8,0.35
F0036,2025-08-27,2.96,253.2,23.68,86.9,3.3
F0036,2025-08-28,4.46,146.4,20.95,86.8,0.0
F0036,2025-08-29,4.46,171.6,19.32,76.0,9.69
F0036,2025-08-30,4.92,19.2,20.3,78.5,0.0
F0036,2025-08-31,3.83,318.8,22.51,90.2,7.56
F0036,2025-09-01,0.83,86.8,20.11,88.1,2.2
F0036,2025-09-02,7.72,204.5,19.27,87.5,0.0
F0036,2025-09-03,2.71,255.9,17.73,84.7,0.0
F0036,2025-09-04,13.57,220.0,19.93,86.7,22.82
F0036,2025-09-05,7.3,209.2,21.55,79.1,2.49
F0036,2025-09-06,5.37,302.7,21.74,85.0,0.0
F0036,2025-09-07,5.59,41.8,21.3,86.9,8.3
F0036,2025-09-08,11.87,279.0,22.1,92.6,14.27
F0036,2025-09-09,8.22,215.2,25.31,86.9,0.0
F0036,2025-09-10,2.42,223.1,24.14,77.4,0.0
F0036,2025-09-11,8.82,215.8,23.36,79.0,0.0
F0036,2025-09-12,7.87,252.7,22.94,90.6,2.47
F0036,2025-09-13,5.14,275.0,23.1,82.9,0.0
F0036,2025-09-14,6.72,220.6,20.82,82.2,10.63
F0036,2025-09-15,9.55,244.0,24.51,80.9,14.26
F0036,2025-09-16,5.94,288.0,23.46,85.7,0.0
F0036,2025-09-17,1.6,322.3,25.31,80.2,0.0
F0036,2025-09-18,4.78,322.6,23.18,81.1,0.0
F0036,2025-09-19,9.85,264.3,21.88,79.7,10.87
F0036,2025-09-20,6.13,193.2,22.63,75.7,0.74
F0036,2025-09-21,3.82,258.0,20.67,87.4,5.86
