muestra_id,lote_id,finca_id,agroquimico,kit,tipo_lectura,ppm_detectado,lod_ppm,umbral_ppm,is_detectado,excede_umbral,fecha_muestreo,laboratorio,operador,ppm_simulado_interno
M0004955,L000755,F0067,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.13371,0.005,0.05,True,True,2025-05-09,LAB Movil Campana,TEC10,0.13371
M0004956,L000756,F0040,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00526,0.005,0.05,True,False,2026-06-23,LAB Acopio Sur,TEC10,0.00526
M0004957,L000757,F0054,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00201,0.005,0.05,False,False,2026-08-30,LAB Acopio Norte,TEC11,0.00201
M0004958,L000758,F0021,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-06-29,LAB Acopio Sur,TEC07,0.0
M0004959,L000759,F0049,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01532,0.005,0.05,True,False,2026-06-13,LAB Acopio Sur,TEC01,0.01532
M0004960,L000760,F0074,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-07-08,LAB Movil Campana,TEC01,0.0
M0004961,L000761,F0073,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-03-16,LAB Acopio Sur,TEC09,0.0
M0004962,L000762,F0085,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-04-20,LAB Acopio Norte,TEC06,0.0
M0004963,L000763,F0090,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.05735,0.005,0.05,True,True,2025-09-06,LAB Movil Campana,TEC08,0.05735
M0004964,L000764,F0080,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00184,0.005,0.05,False,False,2025-10-27,LAB Acopio Sur,TEC11,0.00184
M0004965,L000765,F0009,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0004,0.005,0.05,False,False,2025-06-02,LAB Acopio Norte,TEC03,0.0004
M0004966,L000766,F0069,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-07-15,LAB Acopio Sur,TEC06,0.0
M0004967,L000767,F0114,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.03078,0.005,0.05,True,False,2026-06-20,LAB Acopio Sur,TEC07,0.03078
M0004968,L000768,F0029,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.04621,0.005,0.05,True,False,2026-08-25,LAB Movil Campana,TEC06,0.04621
M0004969,L000769,F0096,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-04-02,LAB Acopio Sur,TEC05,0.0
M0004970,L000770,F0055,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-06-25,LAB Acopio Sur,TEC05,0.0
M0004971,L000771,F0060,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-09-24,LAB Acopio Sur,TEC03,0.0
M0004972,L000772,F0093,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-04-18,LAB Movil Campana,TEC02,0.0
M0004973,L000773,F0005,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-06-17,LAB Movil Campana,TEC06,0.0
M0004974,L000774,F0072,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-07-26,LAB Acopio Norte,TEC03,0.0
M0004975,L000775,F0031,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.06055,0.005,0.05,True,True,2025-09-15,LAB Movil Campana,TEC11,0.06055
M0004976,L000776,F0033,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.04354,0.005,0.05,True,False,2025-06-12,LAB Acopio Sur,TEC01,0.04354
M0004977,L000777,F0113,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.02319,0.005,0.05,True,False,2026-07-20,LAB Acopio Sur,TEC02,0.02319
M0004978,L000778,F0049,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-07-08,LAB Acopio Sur,TEC12,0.0
M0004979,L000779,F0050,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.04399,0.005,0.05,True,False,2025-11-15,LAB Movil Campana,TEC09,0.04399
M0004980,L000780,F0023,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-10-30,LAB Acopio Sur,TEC06,0.0
M0004981,L000781,F0069,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-08-02,LAB Movil Campana,TEC01,0.0
M0004982,L000782,F0055,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.03698,0.005,0.05,True,False,2025-07-23,LAB Acopio Sur,TEC03,0.03698
M0004983,L000783,F0101,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00124,0.005,0.05,False,False,2025-02-17,LAB Movil Campana,TEC09,0.00124
M0004984,L000784,F0027,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.11139,0.005,0.05,True,True,2026-05-09,LAB Movil Campana,TEC08,0.11139
M0004985,L000785,F0004,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00028,0.005,0.05,False,False,2025-05-31,LAB Acopio Sur,TEC01,0.00028
M0004986,L000786,F0021,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-08-24,LAB Movil Campana,TEC06,0.0
M0004987,L000787,F0023,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-07-24,LAB Movil Campana,TEC05,0.0
M0004988,L000788,F0086,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-03-17,LAB Acopio Norte,TEC05,0.0
M0004989,L000789,F0070,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00799,0.005,0.05,True,False,2026-08-08,LAB Acopio Norte,TEC10,0.00799
M0004990,L000790,F0038,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-07-01,LAB Acopio Sur,TEC07,0.0
M0004991,L000791,F0026,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00372,0.005,0.05,False,False,2026-06-05,LAB Acopio Norte,TEC06,0.00372
M0004992,L000792,F0066,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00223,0.005,0.05,False,False,2026-07-19,LAB Movil Campana,TEC06,0.00223
M0004993,L000793,F0081,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00331,0.005,0.05,False,False,2026-01-10,LAB Movil Campana,TEC10,0.00331
M0004994,L000794,F0080,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00205,0.005,0.05,False,False,2026-05-01,LAB Acopio Sur,TEC01,0.00205
M0004995,L000795,F0119,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-02-26,LAB Acopio Sur,TEC02,0.0
M0004996,L000796,F0040,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01426,0.005,0.05,True,False,2025-08-01,LAB Acopio Norte,TEC10,0.01426
M0004997,L000797,F0054,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00082,0.005,0.05,False,False,2025-04-01,LAB Acopio Norte,TEC02,0.00082
M0004998,L000798,F0119,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00209,0.005,0.05,False,False,2026-06-28,LAB Movil Campana,TEC07,0.00209
M0004999,L000799,F0042,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00525,0.005,0.05,True,False,2025-09-20,LAB Acopio Norte,TEC10,0.00525
M0005000,L000800,F0062,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.03631,0.005,0.05,True,False,2026-03-17,LAB Acopio Norte,TEC07,0.03631
M0005001,L000801,F0018,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-06-19,LAB Acopio Sur,TEC10,0.0
M0005002,L000802,F0120,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.02687,0.005,0.05,True,False,2025-10-03,LAB Acopio Norte,TEC02,0.02687
M0005003,L000803,F0073,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-07-11,LAB Acopio Sur,TEC06,0.0
M0005004,L000804,F0088,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00096,0.005,0.05,False,False,2025-04-18,LAB Acopio Sur,TEC09,0.00096
M0005005,L000805,F0081,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00253,0.005,0.05,False,False,2026-07-02,LAB Acopio Norte,TEC10,0.00253
M0005006,L000806,F0099,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.10838,0.005,0.05,True,True,2025-06-26,LAB Acopio Sur,TEC05,0.10838
M0005007,L000807,F0031,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00266,0.005,0.05,False,False,2025-04-13,LAB Acopio Norte,TEC07,0.00266
M0005008,L000808,F0116,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.05462,0.005,0.05,True,True,2025-01-15,LAB Movil Campana,TEC09,0.05462
M0005009,L000809,F0086,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00021,0.005,0.05,False,False,2026-07-16,LAB Acopio Sur,TEC06,0.00021
M0005010,L000810,F0076,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.05896,0.005,0.05,True,True,2025-08-18,LAB Movil Campana,TEC02,0.05896
M0005011,L000811,F0056,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0011,0.005,0.05,False,False,2026-06-16,LAB Acopio Norte,TEC08,0.0011
M0005012,L000812,F0024,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0763,0.005,0.05,True,True,2025-09-24,LAB Acopio Sur,TEC09,0.0763
M0005013,L000813,F0043,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00312,0.005,0.05,False,False,2026-05-10,LAB Acopio Norte,TEC12,0.00312
M0005014,L000814,F0043,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-04-30,LAB Acopio Norte,TEC02,0.0
M0005015,L000815,F0111,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.2034,0.005,0.05,True,True,2026-04-01,LAB Acopio Norte,TEC11,0.2034
M0005016,L000816,F0013,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00357,0.005,0.05,False,False,2025-04-03,LAB Acopio Norte,TEC03,0.00357
M0005017,L000817,F0114,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00054,0.005,0.05,False,False,2025-05-31,LAB Movil Campana,TEC04,0.00054
M0005018,L000818,F0038,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00048,0.005,0.05,False,False,2025-06-24,LAB Acopio Sur,TEC07,0.00048
M0005019,L000819,F0087,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00078,0.005,0.05,False,False,2025-07-01,LAB Acopio Sur,TEC10,0.00078
M0005020,L000820,F0019,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00324,0.005,0.05,False,False,2025-06-12,LAB Acopio Sur,TEC04,0.00324
M0005021,L000821,F0089,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01485,0.005,0.05,True,False,2026-05-25,LAB Movil Campana,TEC01,0.01485
M0005022,L000822,F0029,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00057,0.005,0.05,False,False,2026-02-28,LAB Movil Campana,TEC07,0.00057
M0005023,L000823,F0091,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.02111,0.005,0.05,True,False,2025-07-05,LAB Movil Campana,TEC08,0.02111
M0005024,L000824,F0095,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-05-08,LAB Acopio Norte,TEC10,0.0
M0005025,L000825,F0069,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-05-14,LAB Acopio Sur,TEC10,0.0
M0005026,L000826,F0094,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.05614,0.005,0.05,True,True,2025-12-30,LAB Acopio Norte,TEC05,0.05614
M0005027,L000827,F0003,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00034,0.005,0.05,False,False,2025-07-04,LAB Acopio Sur,TEC02,0.00034
M0005028,L000828,F0113,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00071,0.005,0.05,False,False,2026-07-23,LAB Acopio Sur,TEC01,0.00071
M0005029,L000829,F0045,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.09843,0.005,0.05,True,True,2026-05-17,LAB Movil Campana,TEC04,0.09843
M0005030,L000830,F0063,Clorpirifos,ELISA_CPF_96,Cuantitativo,8e-05,0.005,0.05,False,False,2026-03-03,LAB Acopio Sur,TEC01,8e-05
M0005031,L000831,F0049,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.02185,0.005,0.05,True,False,2025-09-17,LAB Acopio Sur,TEC01,0.02185
M0005032,L000832,F0022,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-06-08,LAB Movil Campana,TEC07,0.0
M0005033,L000833,F0091,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00219,0.005,0.05,False,False,2026-03-19,LAB Movil Campana,TEC05,0.00219
M0005034,L000834,F0019,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.03057,0.005,0.05,True,False,2025-05-01,LAB Movil Campana,TEC02,0.03057
M0005035,L000835,F0104,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-05-20,LAB Acopio Sur,TEC03,0.0
M0005036,L000836,F0101,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00378,0.005,0.05,False,False,2025-11-05,LAB Movil Campana,TEC08,0.00378
M0005037,L000837,F0077,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0016,0.005,0.05,False,False,2026-05-23,LAB Movil Campana,TEC08,0.0016
M0005038,L000838,F0098,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.03962,0.005,0.05,True,False,2026-06-10,LAB Movil Campana,TEC02,0.03962
M0005039,L000839,F0053,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-07-30,LAB Acopio Norte,TEC11,0.0
M0005040,L000840,F0064,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00284,0.005,0.05,False,False,2026-05-08,LAB Movil Campana,TEC04,0.00284
M0005041,L000841,F0047,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-06-12,LAB Acopio Sur,TEC10,0.0
M0005042,L000842,F0093,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00499,0.005,0.05,False,False,2026-07-08,LAB Acopio Norte,TEC11,0.00499
M0005043,L000843,F0098,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00045,0.005,0.05,False,False,2025-09-07,LAB Movil Campana,TEC05,0.00045
M0005044,L000844,F0077,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.07536,0.005,0.05,True,True,2025-09-08,LAB Movil Campana,TEC04,0.07536
M0005045,L000845,F0064,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0002,0.005,0.05,False,False,2025-06-07,LAB Acopio Sur,TEC12,0.0002
M0005046,L000846,F0070,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00078,0.005,0.05,False,False,2025-08-23,LAB Movil Campana,TEC02,0.00078
M0005047,L000847,F0071,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-05-20,LAB Movil Campana,TEC03,0.0
M0005048,L000848,F0105,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.03336,0.005,0.05,True,False,2026-07-19,LAB Acopio Sur,TEC04,0.03336
M0005049,L000849,F0099,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.06662,0.005,0.05,True,True,2025-09-03,LAB Acopio Norte,TEC09,0.06662
M0005050,L000850,F0021,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.03862,0.005,0.05,True,False,2025-11-29,LAB Acopio Sur,TEC03,0.03862
M0005051,L000851,F0112,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00077,0.005,0.05,False,False,2025-02-17,LAB Movil Campana,TEC01,0.00077
M0005052,L000852,F0040,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.04031,0.005,0.05,True,False,2025-07-04,LAB Movil Campana,TEC02,0.04031
M0005053,L000853,F0083,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.08053,0.005,0.05,True,True,2025-10-07,LAB Acopio Sur,TEC08,0.08053
M0005054,L000854,F0053,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-07-07,LAB Acopio Norte,TEC05,0.0
M0005055,L000855,F0120,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00156,0.005,0.05,False,False,2026-04-30,LAB Acopio Norte,TEC09,0.00156
M0005056,L000856,F0087,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00076,0.005,0.05,False,False,2025-07-05,LAB Acopio Sur,TEC08,0.00076
M0005057,L000857,F0110,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00014,0.005,0.05,False,False,2026-05-18,LAB Acopio Norte,TEC03,0.00014
M0005058,L000858,F0020,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-05-12,LAB Movil Campana,TEC11,0.0
M0005059,L000859,F0025,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01659,0.005,0.05,True,False,2025-06-28,LAB Acopio Sur,TEC07,0.01659
M0005060,L000860,F0037,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0002,0.005,0.05,False,False,2026-07-25,LAB Movil Campana,TEC04,0.0002
M0005061,L000861,F0029,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01067,0.005,0.05,True,False,2025-05-24,LAB Acopio Sur,TEC02,0.01067
M0005062,L000862,F0086,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00249,0.005,0.05,False,False,2025-04-09,LAB Acopio Norte,TEC09,0.00249
M0005063,L000863,F0104,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00104,0.005,0.05,False,False,2025-08-14,LAB Acopio Norte,TEC07,0.00104
M0005064,L000864,F0103,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01104,0.005,0.05,True,False,2025-08-03,LAB Movil Campana,TEC07,0.01104
M0005065,L000865,F0025,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00311,0.005,0.05,False,False,2026-05-13,LAB Movil Campana,TEC08,0.00311
M0005066,L000866,F0040,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00312,0.005,0.05,False,False,2025-05-15,LAB Movil Campana,TEC12,0.00312
M0005067,L000867,F0101,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00097,0.005,0.05,False,False,2025-09-24,LAB Acopio Norte,TEC03,0.00097
M0005068,L000868,F0080,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-09-03,LAB Acopio Sur,TEC12,0.0
M0005069,L000869,F0060,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.06879,0.005,0.05,True,True,2026-05-16,LAB Movil Campana,TEC03,0.06879
M0005070,L000870,F0028,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01552,0.005,0.05,True,False,2026-07-07,LAB Acopio Norte,TEC03,0.01552
M0005071,L000871,F0049,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0096,0.005,0.05,True,False,2026-04-18,LAB Movil Campana,TEC05,0.0096
M0005072,L000872,F0077,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00151,0.005,0.05,False,False,2025-04-26,LAB Acopio Sur,TEC08,0.00151
M0005073,L000873,F0020,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00506,0.005,0.05,True,False,2025-04-10,LAB Movil Campana,TEC11,0.00506
M0005074,L000874,F0051,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-07-22,LAB Acopio Sur,TEC11,0.0
M0005075,L000875,F0059,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-05-22,LAB Movil Campana,TEC02,0.0
M0005076,L000876,F0076,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-06-15,LAB Acopio Sur,TEC04,0.0
M0005077,L000877,F0019,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00022,0.005,0.05,False,False,2025-09-28,LAB Acopio Sur,TEC05,0.00022
M0005078,L000878,F0071,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-04-26,LAB Movil Campana,TEC09,0.0
M0005079,L000879,F0070,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0122,0.005,0.05,True,False,2025-06-03,LAB Acopio Norte,TEC11,0.0122
M0005080,L000880,F0023,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00389,0.005,0.05,False,False,2025-07-25,LAB Acopio Norte,TEC01,0.00389
M0005081,L000881,F0059,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-04-29,LAB Acopio Norte,TEC10,0.0
M0005082,L000882,F0072,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-09-17,LAB Movil Campana,TEC01,0.0
M0005083,L000883,F0020,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00086,0.005,0.05,False,False,2025-01-11,LAB Acopio Norte,TEC06,0.00086
M0005084,L000884,F0116,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.169,0.005,0.05,True,True,2025-07-29,LAB Acopio Sur,TEC08,0.169
M0005085,L000885,F0105,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.34946,0.005,0.05,True,True,2025-09-03,LAB Movil Campana,TEC09,0.34946
M0005086,L000886,F0112,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0011,0.005,0.05,False,False,2025-08-24,LAB Movil Campana,TEC06,0.0011
M0005087,L000887,F0038,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0031,0.005,0.05,False,False,2025-07-10,LAB Acopio Sur,TEC09,0.0031
M0005088,L000888,F0069,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0006,0.005,0.05,False,False,2026-02-03,LAB Acopio Norte,TEC08,0.0006
M0005089,L000889,F0078,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.02533,0.005,0.05,True,False,2026-08-19,LAB Acopio Norte,TEC12,0.02533
M0005090,L000890,F0112,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.02774,0.005,0.05,True,False,2025-04-22,LAB Movil Campana,TEC05,0.02774
M0005091,L000891,F0078,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00072,0.005,0.05,False,False,2026-06-26,LAB Movil Campana,TEC09,0.00072
M0005092,L000892,F0070,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01473,0.005,0.05,True,False,2026-05-26,LAB Acopio Sur,TEC06,0.01473
M0005093,L000893,F0028,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01484,0.005,0.05,True,False,2025-08-14,LAB Acopio Norte,TEC04,0.01484
M0005094,L000894,F0096,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00844,0.005,0.05,True,False,2025-07-16,LAB Acopio Norte,TEC11,0.00844
M0005095,L000895,F0114,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.07686,0.005,0.05,True,True,2025-05-18,LAB Movil Campana,TEC06,0.07686
M0005096,L000896,F0045,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.53503,0.005,0.05,True,True,2026-04-20,LAB Acopio Sur,TEC01,0.53503
M0005097,L000897,F0050,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00044,0.005,0.05,False,False,2026-06-11,LAB Movil Campana,TEC10,0.00044
M0005098,L000898,F0006,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-04-28,LAB Acopio Norte,TEC11,0.0
M0005099,L000899,F0056,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-05-06,LAB Movil Campana,TEC07,0.0
M0005100,L000900,F0108,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-05-14,LAB Movil Campana,TEC04,0.0
M0005101,L000901,F0044,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00359,0.005,0.05,False,False,2025-04-12,LAB Movil Campana,TEC06,0.00359
M0005102,L000902,F0018,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-07-21,LAB Movil Campana,TEC12,0.0
M0005103,L000903,F0111,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.05008,0.005,0.05,True,True,2025-04-06,LAB Movil Campana,TEC12,0.05008
M0005104,L000904,F0040,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00028,0.005,0.05,False,False,2025-04-14,LAB Acopio Sur,TEC08,0.00028
M0005105,L000905,F0010,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.02344,0.005,0.05,True,False,2026-08-05,LAB Acopio Norte,TEC01,0.02344
M0005106,L000906,F0072,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.06854,0.005,0.05,True,True,2026-04-16,LAB Acopio Sur,TEC07,0.06854
M0005107,L000907,F0078,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-04-18,LAB Acopio Norte,TEC01,0.0
M0005108,L000908,F0054,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00246,0.005,0.05,False,False,2025-06-21,LAB Movil Campana,TEC10,0.00246
M0005109,L000909,F0050,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-05-19,LAB Acopio Sur,TEC04,0.0
M0005110,L000910,F0085,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-04-08,LAB Acopio Sur,TEC01,0.0
M0005111,L000911,F0070,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00795,0.005,0.05,True,False,2025-06-26,LAB Movil Campana,TEC12,0.00795
M0005112,L000912,F0070,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00834,0.005,0.05,True,False,2026-07-18,LAB Acopio Sur,TEC10,0.00834
M0005113,L000913,F0023,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.08576,0.005,0.05,True,True,2026-08-23,LAB Acopio Sur,TEC09,0.08576
M0005114,L000914,F0082,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01665,0.005,0.05,True,False,2026-05-12,LAB Acopio Norte,TEC09,0.01665
M0005115,L000915,F0070,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.05984,0.005,0.05,True,True,2025-07-01,LAB Acopio Sur,TEC07,0.05984
M0005116,L000916,F0042,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.03917,0.005,0.05,True,False,2025-06-19,LAB Movil Campana,TEC12,0.03917
M0005117,L000917,F0075,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00633,0.005,0.05,True,False,2026-05-25,LAB Acopio Norte,TEC02,0.00633
M0005118,L000918,F0029,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00452,0.005,0.05,False,False,2025-08-18,LAB Acopio Sur,TEC05,0.00452
M0005119,L000919,F0051,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-12-27,LAB Acopio Norte,TEC11,0.0
