finca_id,fecha,viento_medio_kmh,viento_max_kmh,direccion_media_deg,precipitacion_acum_mm,temperatura_media_c,humedad_media_pct,dias_sin_lluvia
F0011,2025-08-03,5.979,12.53,344.491,61.19,20.739,87.5,0
F0011,2025-08-04,6.05,12.53,344.336,66.04,20.637,86.94,0
F0011,2025-08-05,5.797,12.53,346.007,67.12,20.687,86.707,0
F0011,2025-08-06,5.653,12.53,338.722,67.12,20.56,87.38,1
F0011,2025-08-07,5.877,12.53,332.287,75.28,20.481,87.653,0
F0011,2025-08-08,5.541,12.53,327.2,64.69,20.299,87.427,1
F0011,2025-08-09,5.364,12.53,320.973,66.17,20.279,87.16,0
F0011,2025-08-10,5.569,12.53,321.655,65.0,20.327,86.427,0
F0011,2025-08-11,5.932,12.53,312.183,79.84,20.339,86.507,0
F0011,2025-08-12,6.159,12.53,317.127,66.5,20.299,85.987,0
F0011,2025-08-13,6.301,12.53,319.157,65.03,20.227,86.227,1
F0011,2025-08-14,6.077,12.53,316.607,73.82,20.2,86.413,0
F0011,2025-08-15,6.095,12.53,310.233,76.36,20.109,86.46,0
F0011,2025-08-16,5.579,8.67,302.189,71.45,20.022,86.373,0
F0011,2025-08-17,5.474,8.67,300.501,71.45,20.087,85.933,1
F0011,2025-08-18,5.518,8.67,303.843,62.95,20.075,86.013,2
F0011,2025-08-19,5.587,8.67,306.453,59.77,20.207,86.42,0
F0011,2025-08-20,5.371,8.67,307.687,61.32,20.155,86.153,0
F0011,2025-08-21,5.631,12.11,312.608,66.64,20.481,85.493,0
F0011,2025-08-22,5.679,12.11,315.089,64.96,20.581,85.26,0
F0011,2025-08-23,5.62,12.11,314.728,75.84,20.865,85.62,0
F0011,2025-08-24,5.297,12.11,315.64,73.01,20.989,85.32,0
F0011,2025-08-25,5.287,12.11,312.937,81.12,20.965,85.213,0
F0011,2025-08-26,5.004,12.11,319.886,66.28,20.771,85.5,1
F0011,2025-08-27,4.829,12.11,310.358,75.98,20.941,86.207,0
F0011,2025-08-28,4.547,12.11,316.058,92.96,20.996,86.273,0
F0011,2025-08-29,4.733,12.11,313.487,84.86,21.253,85.62,0
F0011,2025-08-30,4.792,12.11,304.303,84.07,21.398,84.16,0
F0011,2025-08-31,4.915,12.11,289.036,93.98,21.587,84.44,0
F0011,2025-09-01,5.136,12.11,290.65,97.03,21.243,84.073,0
F0011,2025-09-02,5.951,16.04,278.693,106.76,21.232,84.187,0
F0011,2025-09-03,6.057,16.04,272.298,105.48,21.221,83.84,1
F0011,2025-09-04,6.832,16.04,273.32,115.5,21.356,84.467,0
F0011,2025-09-05,6.301,16.04,267.708,119.05,20.943,84.76,0
F0011,2025-09-06,6.125,16.04,267.631,114.74,21.077,84.493,0
F0011,2025-09-07,6.317,16.04,269.209,111.99,21.068,84.547,0
F0011,2025-09-08,6.923,16.04,278.131,127.98,21.049,85.033,0
F0011,2025-09-09,6.907,16.04,279.023,131.68,21.092,85.22,0
F0011,2025-09-10,7.433,16.04,285.179,134.59,21.137,85.193,0
F0011,2025-09-11,7.563,16.04,289.797,125.5,21.116,84.867,0
F0011,2025-09-12,7.483,16.04,288.161,117.96,21.015,84.487,0
F0011,2025-09-13,7.337,16.04,295.312,147.62,20.923,84.707,0
F0011,2025-09-14,7.454,16.04,300.783,150.44,20.771,85.9,0
F0011,2025-09-15,7.821,16.04,312.146,139.13,20.669,85.913,1
F0011,2025-09-16,7.885,16.04,307.413,141.13,20.846,85.953,0
F0011,2025-09-17,7.687,13.35,312.607,131.4,20.944,85.567,1
F0011,2025-09-18,7.716,13.35,311.862,130.45,20.997,85.5,2
F0011,2025-09-19,7.161,13.07,316.648,116.01,21.121,84.753,3
F0011,2025-09-20,7.765,13.21,316.869,142.14,21.373,85.207,0
F0011,2025-09-21,7.789,13.21,315.342,153.02,21.341,85.18,0
F0011,2025-09-22,7.581,13.21,311.214,158.09,21.259,84.667,0
F0011,2025-09-23,6.987,13.21,308.563,144.55,21.267,84.427,0
F0011,2025-09-24,7.033,13.21,305.231,135.67,21.222,83.747,0
F0011,2025-09-25,6.909,13.21,308.234,133.22,21.262,83.773,1
F0011,2025-09-26,7.299,13.21,303.065,130.91,21.224,83.587,2
F0011,2025-09-27,7.379,13.21,300.273,121.33,21.296,83.74,3
F0011,2025-09-28,7.455,13.21,301.2,89.6,21.32,83.187,0
F0011,2025-09-29,7.431,13.21,300.201,93.85,21.346,82.733,0
F0011,2025-09-30,7.061,13.21,294.679,100.17,21.349,82.587,0
F0011,2025-10-01,7.076,13.21,301.104,121.56,21.753,82.92,0
F0011,2025-10-02,6.607,13.21,303.064,136.6,21.651,83.227,0
F0011,2025-10-03,6.559,13.21,304.518,136.6,21.565,82.933,1
F0011,2025-10-04,6.842,13.21,313.455,154.8,21.664,82.947,0
F0011,2025-10-05,6.199,11.79,313.427,128.42,21.793,82.567,0
F0011,2025-10-06,6.228,11.79,319.144,115.37,22.017,82.593,1
F0011,2025-10-07,6.409,11.79,319.53,102.17,22.06,82.24,2
F0011,2025-10-08,6.657,11.79,329.123,98.04,22.23,82.52,3
F0011,2025-10-09,6.686,11.79,329.312,100.39,22.386,82.967,0
F0011,2025-10-10,6.755,11.79,331.289,119.24,22.723,82.713,0
F0011,2025-10-11,6.922,14.3,335.956,119.24,22.865,82.413,1
F0011,2025-10-12,7.609,14.74,327.016,126.37,22.996,82.48,0
F0011,2025-10-13,7.635,14.74,319.573,140.16,23.032,82.587,0
F0011,2025-10-14,7.269,14.74,321.634,129.02,23.038,82.34,1
F0011,2025-10-15,7.247,14.74,329.296,122.7,23.247,82.653,2
F0011,2025-10-16,7.413,14.74,326.751,96.26,23.029,81.653,3
F0011,2025-10-17,7.819,14.74,316.221,82.02,23.071,81.14,4
F0011,2025-10-18,7.801,14.74,315.571,90.55,23.329,81.393,0
F0011,2025-10-19,7.381,14.74,306.324,80.69,23.231,81.213,0
F0011,2025-10-20,7.601,14.74,291.573,82.27,23.184,81.053,0
F0011,2025-10-21,7.65,14.74,290.641,82.27,22.963,81.16,1
F0011,2025-10-22,8.266,14.92,286.653,101.58,23.047,81.073,0
F0011,2025-10-23,8.305,14.92,285.917,106.08,23.045,80.393,0
F0011,2025-10-24,8.421,14.92,295.88,106.26,22.908,80.367,0
F0011,2025-10-25,8.722,15.63,289.786,96.89,22.755,79.907,0
F0011,2025-10-26,8.902,17.0,287.633,96.89,22.769,79.86,1
F0011,2025-10-27,9.305,20.78,290.217,89.76,22.889,78.887,2
F0011,2025-10-28,9.689,20.78,294.192,71.77,23.003,78.56,3
F0011,2025-10-29,9.543,20.78,294.245,94.68,23.119,78.713,0
F0011,2025-10-30,9.498,20.78,293.263,99.2,23.035,78.347,0
F0011,2025-10-31,9.579,20.78,292.087,110.41,23.177,78.747,0
F0011,2025-11-01,9.204,20.78,301.637,109.61,23.175,77.893,1
F0011,2025-11-02,9.226,20.78,307.14,101.67,23.035,77.247,2
F0011,2025-11-03,9.631,20.78,309.626,93.33,23.036,77.147,3
F0011,2025-11-04,10.161,20.78,312.534,128.17,23.111,77.287,0
F0011,2025-11-05,10.683,20.78,313.953,129.42,23.177,77.2,0
F0011,2025-11-06,10.157,20.78,318.42,110.11,23.417,77.26,1
F0011,2025-11-07,10.539,20.78,318.319,105.61,23.311,77.38,2
F0011,2025-11-08,10.841,20.78,315.719,108.99,23.468,76.613,0
F0011,2025-11-09,10.396,20.78,314.702,99.05,23.453,76.367,1
F0011,2025-11-10,9.901,20.78,320.774,111.51,23.519,75.86,0
F0011,2025-11-11,9.033,14.8,327.403,111.51,23.174,76.227,1
F0011,2025-11-12,9.542,18.32,319.364,111.51,23.102,76.02,2
F0011,2025-11-13,9.939,18.32,320.391,88.6,23.147,76.1,3
F0011,2025-11-14,11.023,21.85,323.499,84.08,23.176,75.12,4
F0011,2025-11-15,10.667,21.85,323.846,72.87,23.233,74.473,5
F0011,2025-11-16,10.85,21.85,325.68,72.87,23.241,75.393,6
F0011,2025-11-17,10.591,21.85,325.355,74.38,23.251,75.753,0
F0011,2025-11-18,10.959,21.85,329.407,75.09,23.324,75.233,1
F0011,2025-11-19,11.296,21.85,324.41,59.92,23.127,74.707,0
F0011,2025-11-20,11.005,21.85,320.374,58.67,23.12,74.307,1
F0011,2025-11-21,11.064,21.85,320.221,58.67,23.029,74.067,2
F0011,2025-11-22,11.575,21.85,320.506,62.91,23.31,74.24,0
F0011,2025-11-23,11.862,21.85,328.822,49.38,23.404,74.447,1
F0011,2025-11-24,12.517,21.85,325.538,49.38,23.421,75.027,2
F0011,2025-11-25,12.293,21.85,322.023,36.92,23.351,75.56,3
F0011,2025-11-26,13.099,21.85,325.911,36.92,23.604,75.113,4
F0011,2025-11-27,12.084,21.85,332.75,36.92,23.591,74.873,5
F0011,2025-11-28,12.691,21.85,339.899,39.68,23.712,74.067,0
F0011,2025-11-29,11.863,21.06,333.323,45.82,23.826,74.547,0
F0011,2025-11-30,12.533,21.06,339.826,45.82,23.894,74.933,1
F0011,2025-12-01,12.487,21.06,337.186,45.82,24.055,74.713,2
F0011,2025-12-02,13.077,21.06,338.243,43.72,24.203,74.547,3
F0011,2025-12-03,12.8,21.06,333.662,43.01,24.477,74.56,4
F0011,2025-12-04,11.865,21.06,338.185,13.14,24.649,74.033,5
F0011,2025-12-05,12.458,21.06,344.577,40.6,24.805,74.26,0
F0011,2025-12-06,12.163,21.06,344.493,40.6,24.796,74.2,1
F0011,2025-12-07,11.95,19.84,346.924,41.74,24.752,74.273,0
F0011,2025-12-08,11.807,19.84,337.556,41.74,24.706,74.347,1
F0011,2025-12-09,11.681,19.84,352.881,41.74,24.845,73.413,2
F0011,2025-12-10,12.579,19.84,347.922,41.74,24.814,73.513,3
F0011,2025-12-11,12.623,20.5,336.696,41.74,24.945,73.6,4
F0011,2025-12-12,13.236,20.5,344.247,41.74,25.019,73.98,5
F0011,2025-12-13,12.793,20.5,330.99,38.98,25.163,74.687,6
F0011,2025-12-14,12.938,20.5,332.126,32.84,25.074,74.407,7
F0011,2025-12-15,12.48,20.5,325.214,45.05,25.062,74.467,0
F0011,2025-12-16,12.776,20.5,327.015,49.02,25.195,74.007,0
F0011,2025-12-17,12.457,20.5,321.107,49.08,25.184,74.027,1
F0011,2025-12-18,12.569,20.5,321.595,49.08,24.972,73.433,2
F0011,2025-12-19,12.36,20.5,325.148,49.08,25.032,73.24,3
F0011,2025-12-20,11.995,20.5,316.263,22.41,25.199,72.62,4
F0011,2025-12-21,12.685,20.5,326.585,22.41,25.405,72.553,5
F0011,2025-12-22,12.499,20.5,323.448,17.03,25.347,72.507,6
F0011,2025-12-23,12.371,20.5,324.13,17.03,25.401,72.0,7
F0011,2025-12-24,11.939,20.5,306.313,26.79,25.202,72.98,0
F0011,2025-12-25,10.781,20.5,306.661,29.67,25.379,71.567,0
F0011,2025-12-26,10.177,15.07,315.779,29.67,25.197,71.113,1
F0011,2025-12-27,9.895,15.07,311.948,29.67,25.234,70.447,2
F0011,2025-12-28,9.555,15.07,319.847,29.67,24.937,69.587,3
F0011,2025-12-29,9.499,15.07,321.013,30.83,25.078,69.433,0
F0011,2025-12-30,9.595,15.07,314.268,18.62,25.102,69.4,1
F0011,2025-12-31,9.597,15.07,303.484,14.65,25.101,69.78,2
F0011,2026-01-01,9.983,15.07,306.24,14.59,25.02,69.093,3
F0011,2026-01-02,9.591,15.07,303.091,14.59,24.994,70.033,4
F0011,2026-01-03,9.733,15.07,302.659,14.59,24.967,70.42,5
F0011,2026-01-04,9.518,15.07,295.432,13.8,24.841,70.5,6
F0011,2026-01-05,9.375,15.07,283.628,13.8,24.905,70.527,7
F0011,2026-01-06,8.813,13.04,278.857,13.8,24.981,69.747,8
F0011,2026-01-07,8.517,13.04,286.783,13.8,25.047,70.22,9
F0011,2026-01-08,8.705,13.23,297.374,4.04,25.181,69.88,10
F0011,2026-01-09,9.169,13.23,294.117,1.16,25.297,71.0,11
F0011,2026-01-10,8.819,13.23,295.937,1.16,25.369,71.107,12
F0011,2026-01-11,8.952,13.23,295.439,1.16,25.448,71.16,13
F0011,2026-01-12,9.21,13.23,299.373,1.16,25.612,71.713,14
F0011,2026-01-13,8.785,13.23,297.426,0.0,25.501,71.64,15
F0011,2026-01-14,8.951,13.23,303.348,10.16,25.445,71.627,0
F0011,2026-01-15,8.641,13.23,311.692,10.16,25.295,71.06,1
F0011,2026-01-16,8.467,13.23,312.04,10.16,25.592,71.587,2
F0011,2026-01-17,8.509,13.23,315.354,10.16,25.517,71.673,3
F0011,2026-01-18,9.136,14.24,311.111,14.92,25.589,71.833,0
F0011,2026-01-19,8.865,14.24,314.526,14.92,25.343,71.8,1
F0011,2026-01-20,8.662,14.24,327.781,14.92,24.917,71.54,2
F0011,2026-01-21,8.812,14.24,335.509,23.59,24.717,71.44,0
F0011,2026-01-22,8.969,14.24,337.514,23.59,24.344,71.04,1
F0011,2026-01-23,8.872,14.24,330.342,30.0,24.573,70.287,0
F0011,2026-01-24,8.769,14.24,333.515,30.0,24.485,70.173,1
F0011,2026-01-25,9.074,14.24,335.522,30.0,24.506,70.753,2
F0011,2026-01-26,8.84,14.24,334.81,30.0,24.314,70.887,3
F0011,2026-01-27,8.939,14.24,332.924,30.0,24.383,70.733,4
F0011,2026-01-28,9.806,17.39,342.518,30.0,24.545,71.033,5
F0011,2026-01-29,9.319,17.39,343.709,30.71,24.654,71.127,0
F0011,2026-01-30,9.28,17.39,342.112,30.71,24.889,71.393,1
F0011,2026-01-31,9.478,17.39,337.383,30.71,24.755,71.493,2
F0011,2026-02-01,10.44,21.27,336.692,30.71,24.912,70.66,3
F0011,2026-02-02,10.489,21.27,342.126,34.63,24.827,71.28,0
F0011,2026-02-03,10.925,21.27,341.594,34.63,24.987,71.727,1
F0011,2026-02-04,10.908,21.27,334.335,34.63,25.199,72.207,2
F0011,2026-02-05,10.745,21.27,329.988,25.96,25.112,72.293,3
F0011,2026-02-06,11.14,21.27,330.143,25.96,25.418,71.747,4
F0011,2026-02-07,10.702,21.27,331.083,19.55,25.05,72.453,5
F0011,2026-02-08,11.006,21.27,335.351,19.55,24.996,72.947,6
F0011,2026-02-09,10.799,21.27,332.76,19.55,25.061,72.78,7
F0011,2026-02-10,11.597,21.27,335.823,19.55,25.001,73.073,8
F0011,2026-02-11,11.791,21.27,336.69,19.55,24.828,73.02,9
F0011,2026-02-12,11.397,21.27,335.268,19.55,24.497,73.12,10
F0011,2026-02-13,12.203,21.27,329.828,8.68,24.396,72.413,11
F0011,2026-02-14,12.17,21.27,327.697,28.01,24.143,72.593,0
F0011,2026-02-15,11.66,21.27,334.786,28.01,24.074,72.007,1
F0011,2026-02-16,10.683,18.51,332.997,28.01,23.917,72.553,2
F0011,2026-02-17,10.033,18.51,330.262,19.33,23.864,71.673,3
F0011,2026-02-18,9.745,18.51,332.834,19.33,23.881,71.187,4
F0011,2026-02-19,9.862,18.51,336.545,19.7,23.581,70.873,5
F0011,2026-02-20,10.047,18.51,343.503,36.38,23.869,71.607,0
F0011,2026-02-21,9.447,18.51,343.789,38.3,23.825,72.2,0
F0011,2026-02-22,9.45,18.51,345.252,38.3,24.043,71.667,1
F0011,2026-02-23,9.144,18.51,347.705,42.17,23.989,71.02,0
F0011,2026-02-24,9.208,18.51,355.854,42.17,23.613,71.687,1
F0011,2026-02-25,9.036,16.97,350.628,49.76,23.689,71.24,0
F0011,2026-02-26,8.688,16.97,342.591,49.76,23.653,71.227,1
F0011,2026-02-27,8.052,16.97,333.097,57.08,24.069,71.52,0
F0011,2026-02-28,7.65,15.93,345.428,58.5,24.258,72.34,0
F0011,2026-03-01,7.929,15.93,337.019,45.46,24.13,71.747,0
F0011,2026-03-02,8.514,15.93,336.104,48.41,24.079,72.507,0
F0011,2026-03-03,8.541,15.93,337.423,48.41,24.135,72.64,1
F0011,2026-03-04,8.481,15.93,339.797,48.41,24.296,72.707,2
F0011,2026-03-05,9.112,15.96,337.684,48.41,24.221,72.813,3
F0011,2026-03-06,8.625,15.96,337.958,48.59,24.33,72.3,4
F0011,2026-03-07,9.125,16.74,333.682,31.91,24.257,71.827,5
F0011,2026-03-08,9.683,16.74,326.18,29.99,24.06,72.0,6
F0011,2026-03-09,9.561,16.74,324.364,49.83,23.991,72.667,0
F0011,2026-03-10,9.964,16.74,316.488,45.96,23.878,72.787,1
F0011,2026-03-11,9.975,16.74,308.691,49.98,24.091,72.26,0
F0011,2026-03-12,10.493,23.69,294.752,42.39,24.087,72.813,1
F0011,2026-03-13,10.208,23.69,297.336,43.72,23.864,72.927,0
F0011,2026-03-14,10.675,23.69,301.175,36.4,23.618,72.613,1
F0011,2026-03-15,10.283,23.69,296.499,34.98,23.215,72.327,2
F0011,2026-03-16,9.974,23.69,305.898,28.69,23.356,73.387,3
F0011,2026-03-17,9.715,23.69,296.851,25.74,23.152,73.307,4
F0011,2026-03-18,9.906,23.69,299.656,27.9,22.995,73.487,0
F0011,2026-03-19,11.249,24.48,314.262,27.9,22.979,74.14,1
F0011,2026-03-20,11.609,24.48,301.59,41.87,22.866,73.713,0
F0011,2026-03-21,12.253,24.48,303.216,50.99,22.829,74.44,0
F0011,2026-03-22,11.417,24.48,297.335,73.51,22.624,74.927,0
F0011,2026-03-23,11.161,24.48,301.44,82.17,22.743,74.94,0
F0011,2026-03-24,11.848,24.48,310.397,62.33,22.744,74.44,1
F0011,2026-03-25,11.649,24.48,320.699,62.33,22.803,74.48,2
F0011,2026-03-26,12.067,24.48,316.497,58.31,22.757,74.573,3
F0011,2026-03-27,12.867,35.69,328.35,58.31,22.741,74.88,4
F0011,2026-03-28,13.341,35.69,324.637,61.81,22.839,75.82,0
F0011,2026-03-29,12.983,35.69,321.925,61.81,22.895,75.02,1
F0011,2026-03-30,13.654,35.69,329.116,61.81,23.258,75.8,2
F0011,2026-03-31,13.794,35.69,323.592,61.81,23.315,75.867,3
F0011,2026-04-01,13.739,35.69,323.653,63.35,23.518,75.6,0
F0011,2026-04-02,13.547,35.69,323.169,63.91,23.698,75.06,0
F0011,2026-04-03,12.288,35.69,310.744,74.93,23.486,74.553,0
F0011,2026-04-04,11.143,35.69,315.584,71.31,23.505,75.767,0
F0011,2026-04-05,10.643,35.69,318.93,77.01,23.551,75.747,0
F0011,2026-04-06,11.312,35.69,318.185,54.49,23.791,75.287,1
F0011,2026-04-07,11.088,35.69,316.83,50.32,23.883,75.76,0
F0011,2026-04-08,10.947,35.69,311.542,50.59,23.93,76.393,1
F0011,2026-04-09,11.466,35.69,315.431,50.59,23.917,76.607,2
F0011,2026-04-10,10.76,35.69,321.316,54.39,23.974,77.193,0
F0011,2026-04-11,8.641,18.56,315.062,64.51,24.055,77.193,0
F0011,2026-04-12,8.656,18.56,319.336,88.25,24.194,76.833,0
F0011,2026-04-13,9.787,20.53,328.693,99.06,23.975,78.56,0
F0011,2026-04-14,9.175,20.53,320.807,116.17,23.661,78.493,0
F0011,2026-04-15,8.983,20.53,327.818,116.17,23.484,77.633,1
F0011,2026-04-16,9.119,20.53,327.741,117.97,23.463,78.593,0
F0011,2026-04-17,9.226,20.53,331.143,121.28,23.199,79.713,0
F0011,2026-04-18,9.021,20.53,333.707,114.36,23.333,80.22,0
F0011,2026-04-19,9.563,20.53,335.303,104.01,23.439,79.187,1
F0011,2026-04-20,9.977,20.53,335.029,88.64,23.373,79.9,2
F0011,2026-04-21,9.45,20.53,334.91,88.64,23.144,80.847,3
F0011,2026-04-22,9.156,20.53,334.837,84.15,23.071,80.7,4
F0011,2026-04-23,9.136,20.53,337.637,89.43,22.937,80.94,0
F0011,2026-04-24,8.162,20.53,329.226,89.43,22.9,81.307,1
F0011,2026-04-25,8.055,20.53,332.59,92.58,22.706,80.82,0
F0011,2026-04-26,8.374,20.53,330.36,110.51,22.6,81.033,0
F0011,2026-04-27,8.581,20.53,336.547,82.01,22.492,80.9,1
F0011,2026-04-28,7.345,14.5,330.444,71.2,22.525,80.193,2
F0011,2026-04-29,7.08,14.5,333.098,71.82,22.706,80.473,0
F0011,2026-04-30,7.205,14.5,329.942,71.82,22.767,81.1,1
F0011,2026-05-01,7.525,15.85,341.468,83.63,22.754,81.227,0
F0011,2026-05-02,7.427,15.85,335.814,81.97,22.802,81.053,0
F0011,2026-05-03,7.624,15.85,338.269,107.6,22.672,81.3,0
F0011,2026-05-04,7.407,15.85,333.069,111.89,22.57,81.873,0
F0011,2026-05-05,7.163,15.85,326.694,124.08,22.48,81.693,0
F0011,2026-05-06,7.094,15.85,331.557,129.71,22.381,80.447,0
F0011,2026-05-07,7.391,15.85,334.176,129.71,22.461,80.893,1
F0011,2026-05-08,6.985,15.85,330.479,124.16,22.42,81.16,2
F0011,2026-05-09,6.955,15.85,335.009,140.26,22.443,81.427,0
F0011,2026-05-10,7.257,15.85,328.224,133.31,22.379,81.467,1
F0011,2026-05-11,7.062,15.85,335.717,107.94,22.135,81.66,0
F0011,2026-05-12,6.763,15.85,323.276,118.84,22.023,81.34,0
F0011,2026-05-13,6.933,15.85,324.89,122.88,21.965,82.227,0
F0011,2026-05-14,7.349,15.85,319.896,105.15,21.811,82.033,1
F0011,2026-05-15,7.167,15.85,317.129,105.15,21.919,81.873,2
F0011,2026-05-16,6.481,10.01,309.077,90.0,21.683,81.187,3
F0011,2026-05-17,6.59,10.01,316.749,90.58,21.613,81.127,0
F0011,2026-05-18,6.831,10.01,308.03,70.28,21.483,80.247,0
F0011,2026-05-19,6.633,10.01,314.196,65.99,21.465,80.407,1
F0011,2026-05-20,6.361,10.01,316.404,55.7,21.455,80.873,0
F0011,2026-05-21,6.264,10.01,317.976,58.96,21.619,81.54,0
F0011,2026-05-22,5.911,10.01,316.481,64.18,21.281,81.673,0
F0011,2026-05-23,5.793,10.01,320.832,64.18,21.377,81.593,1
F0011,2026-05-24,5.813,10.01,315.943,57.82,21.395,81.773,0
F0011,2026-05-25,5.705,10.01,315.938,57.82,21.525,82.287,1
F0011,2026-05-26,6.031,10.67,308.58,78.83,21.569,82.573,0
F0011,2026-05-27,6.023,10.67,312.114,76.91,21.586,83.727,0
F0011,2026-05-28,6.693,14.59,304.405,72.87,21.655,83.42,1
F0011,2026-05-29,6.283,14.59,305.281,72.87,21.519,83.653,2
F0011,2026-05-30,6.132,14.59,305.146,116.17,21.201,84.973,0
F0011,2026-05-31,5.995,14.59,300.057,121.4,21.49,85.173,0
F0011,2026-06-01,5.999,14.59,301.755,116.67,21.59,86.047,1
F0011,2026-06-02,5.905,14.59,304.058,109.61,21.77,87.28,0
F0011,2026-06-03,5.754,14.59,304.06,133.15,21.597,87.867,0
F0011,2026-06-04,5.949,14.59,307.53,134.96,21.514,87.76,0
F0011,2026-06-05,6.193,14.59,304.085,130.18,21.413,88.227,0
F0011,2026-06-06,6.408,14.59,300.952,124.96,21.371,87.873,1
F0011,2026-06-07,6.591,14.59,298.773,124.96,21.144,87.14,2
F0011,2026-06-08,6.778,14.59,303.369,123.15,20.996,86.453,0
F0011,2026-06-09,6.533,14.59,305.775,123.15,21.166,86.713,1
F0011,2026-06-10,5.917,14.59,307.022,102.67,21.087,86.047,0
F0011,2026-06-11,5.476,14.59,305.675,97.81,21.079,86.087,0
F0011,2026-06-12,4.821,8.86,314.808,126.27,20.972,86.587,0
F0011,2026-06-13,4.967,8.86,318.985,127.87,20.995,86.74,0
F0011,2026-06-14,5.073,8.86,318.894,97.58,21.194,86.087,0
F0011,2026-06-15,5.347,8.86,321.491,92.35,21.056,85.78,1
F0011,2026-06-16,5.145,7.66,313.504,98.52,21.039,85.0,0
F0011,2026-06-17,4.928,7.6,318.864,96.15,20.861,84.253,1
F0011,2026-06-18,4.949,7.6,315.853,88.11,21.019,84.187,0
F0011,2026-06-19,4.733,7.6,309.341,103.75,21.004,84.287,0
F0011,2026-06-20,4.555,7.6,305.447,110.28,21.046,84.013,0
F0011,2026-06-21,4.431,7.6,310.576,110.28,21.073,84.207,1
F0011,2026-06-22,4.507,7.6,311.682,119.75,21.237,84.98,0
F0011,2026-06-23,4.245,7.6,307.358,116.7,21.086,85.22,0
F0011,2026-06-24,4.781,10.12,303.247,121.77,20.611,85.04,0
F0011,2026-06-25,4.807,10.12,304.418,120.95,20.765,85.393,0
F0011,2026-06-26,5.016,10.12,304.281,121.93,20.644,84.793,0
F0011,2026-06-27,5.663,14.46,310.488,96.55,20.744,84.78,0
F0011,2026-06-28,5.483,14.46,306.756,99.41,20.814,84.547,0
F0011,2026-06-29,5.694,14.46,314.007,90.38,20.449,84.1,0
F0011,2026-06-30,5.549,14.46,317.693,109.01,20.321,84.92,0
F0011,2026-07-01,5.403,14.46,320.304,129.25,20.228,85.627,0
F0011,2026-07-02,5.325,14.46,317.549,135.35,20.16,85.567,0
F0011,2026-07-03,5.456,14.46,321.634,119.93,20.155,84.993,1
F0011,2026-07-04,5.505,14.46,324.811,118.38,20.307,85.067,0
F0011,2026-07-05,5.528,14.46,330.246,112.76,20.405,85.873,0
F0011,2026-07-06,5.455,14.46,327.641,115.28,20.309,85.64,0
F0011,2026-07-07,5.429,14.46,325.98,114.95,20.196,86.28,0
F0011,2026-07-08,5.611,14.46,330.718,123.33,20.228,86.393,0
F0011,2026-07-09,5.524,14.46,330.905,118.26,20.259,86.3,1
F0011,2026-07-10,5.598,14.46,329.835,127.59,20.232,86.687,0
F0011,2026-07-11,5.403,14.46,332.374,123.25,20.269,86.707,1
F0011,2026-07-12,4.598,8.82,328.826,142.42,20.359,87.08,0
F0011,2026-07-13,5.437,14.16,325.158,156.2,20.099,86.9,0
F0011,2026-07-14,5.269,14.16,318.646,152.22,20.171,87.473,1
F0011,2026-07-15,5.116,14.16,312.718,137.46,20.107,86.8,0
F0011,2026-07-16,5.233,14.16,314.882,110.83,20.006,86.213,1
F0011,2026-07-17,5.209,14.16,316.387,111.4,19.949,86.473,0
F0011,2026-07-18,5.135,14.16,320.703,131.33,19.748,87.16,0
F0011,2026-07-19,5.171,14.16,320.005,113.53,19.721,86.867,1
F0011,2026-07-20,5.207,14.16,315.034,144.92,19.529,87.267,0
F0011,2026-07-21,5.474,14.16,311.778,148.46,19.741,87.373,0
F0011,2026-07-22,5.118,14.16,315.227,151.36,19.751,87.08,0
F0011,2026-07-23,5.359,14.16,302.213,145.05,19.83,87.513,0
F0011,2026-07-24,5.401,14.16,318.834,147.92,20.052,87.753,0
F0011,2026-07-25,5.511,14.16,314.157,153.67,20.017,87.773,0
F0011,2026-07-26,5.345,14.16,316.535,152.84,20.033,87.887,1
F0011,2026-07-27,5.428,14.16,315.742,140.67,19.907,87.0,0
F0011,2026-07-28,4.737,9.45,314.768,124.22,19.991,87.933,0
F0011,2026-07-29,4.763,9.45,305.715,134.09,19.944,88.32,0
F0011,2026-07-30,4.969,9.45,318.259,130.22,20.128,88.72,1
F0011,2026-07-31,5.204,9.45,322.925,130.22,20.147,88.74,2
F0011,2026-08-01,5.181,9.45,323.185,123.55,20.371,88.907,3
F0011,2026-08-02,5.153,9.45,322.469,103.54,20.698,88.9,4
F0011,2026-08-03,4.919,9.45,321.073,109.2,20.454,89.013,0
F0011,2026-08-04,5.063,9.45,319.226,84.21,20.345,88.28,0
F0011,2026-08-05,5.199,9.45,320.21,78.15,20.025,88.7,1
F0011,2026-08-06,5.342,9.45,323.468,70.51,20.353,87.9,0
F0011,2026-08-07,5.102,9.45,327.169,78.08,20.375,88.1,0
F0011,2026-08-08,4.645,8.92,316.135,78.53,20.458,87.14,0
F0011,2026-08-09,4.647,8.92,319.628,65.5,20.278,86.867,0
F0011,2026-08-10,4.949,8.92,319.987,98.04,20.417,87.467,0
F0011,2026-08-11,5.061,8.92,316.013,101.51,20.374,87.453,0
F0011,2026-08-12,5.037,8.92,323.717,103.14,20.428,86.887,0
F0011,2026-08-13,4.913,8.92,334.033,97.39,20.757,86.62,0
