lote_id,excede_umbral_carbendazim,excede_umbral_cipermetrina,excede_umbral_clorpirifos,excede_umbral_glifosato,is_detectado_carbendazim,is_detectado_cipermetrina,is_detectado_clorpirifos,is_detectado_glifosato,ppm_detectado_carbendazim,ppm_detectado_clorpirifos,ppm_detectado_glifosato,n_kits_excedidos,n_kits_detectados,lote_contaminado
L000964,0,0,0,0,0,0,0,0,0.00175,0.0,0.00314,0,0,0
L000965,0,0,0,0,0,0,0,1,0.0,0.0,0.01892,0,1,0
L000966,0,0,0,0,0,0,1,0,0.00228,0.00615,0.0,0,1,0
L000967,0,0,0,0,0,0,0,0,0.00058,0.00427,0.00763,0,0,0
L000968,0,0,0,0,0,0,0,0,0.0,0.00012,0.0009,0,0,0
L000969,0,0,1,0,0,0,1,0,0.00561,0.06466,0.0,1,1,1
L000970,0,0,0,0,1,0,0,1,0.04476,0.0,0.03821,0,2,0
L000971,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L000972,0,1,0,1,0,1,0,1,0.00612,0.00062,0.50862,2,2,1
L000973,0,0,0,0,0,0,0,1,0.0,0.00246,0.01916,0,1,0
L000974,0,0,0,0,0,0,0,0,0.00114,0.0011,0.0,0,0,0
L000975,0,0,0,0,0,0,0,0,0.00833,0.00325,0.00429,0,0,0
L000976,0,0,0,0,1,0,0,0,0.02149,0.00124,0.0,0,1,0
L000977,0,0,0,0,0,0,0,1,0.00147,0.00314,0.05212,0,1,0
L000978,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L000979,0,0,0,0,0,0,0,1,0.0,0.00254,0.02325,0,1,0
L000980,0,0,0,0,0,0,0,0,0.0,0.0002,0.00508,0,0,0
L000981,0,0,0,0,0,0,1,0,0.00553,0.00854,0.004,0,1,0
L000982,0,0,0,0,0,0,0,0,0.0,0.00101,0.0,0,0,0
L000983,0,0,0,0,0,0,0,1,0.00783,0.0045,0.0108,0,1,0
L000984,0,0,0,0,0,0,0,1,0.0,0.0,0.03375,0,1,0
L000985,0,0,0,0,0,0,0,0,0.0,2e-05,0.00122,0,0,0
L000986,0,0,1,1,0,0,1,1,0.0,0.08044,0.12618,2,2,1
L000987,0,0,1,0,0,0,1,1,0.00736,0.06831,0.03754,1,2,1
L000988,0,0,0,0,0,0,0,0,0.00166,0.00105,0.0,0,0,0
L000989,0,0,0,0,0,0,0,0,0.00342,0.00333,0.0,0,0,0
L000990,0,1,1,0,1,1,1,0,0.07863,0.05877,0.00845,2,3,1
L000991,0,1,0,0,0,1,0,1,0.00057,0.0,0.01473,1,2,1
L000992,0,0,0,0,1,0,1,1,0.02601,0.02033,0.01809,0,3,0
L000993,0,0,0,0,0,0,1,1,0.0,0.01309,0.02875,0,2,0
L000994,0,0,0,0,0,0,0,0,0.0,0.00264,0.0,0,0,0
L000995,0,0,0,0,1,0,1,0,0.05027,0.01001,0.00562,0,2,0
L000996,0,0,1,0,0,0,1,1,3e-05,0.08442,0.04616,1,2,1
L000997,0,0,0,0,1,0,0,0,0.01003,0.00107,0.00536,0,1,0
L000998,0,0,0,0,0,0,0,1,0.0,0.00347,0.07607,0,1,0
L000999,0,0,0,0,0,0,0,0,0.00792,0.0,0.00732,0,0,0
L001000,0,1,0,0,0,1,0,1,0.00479,0.00149,0.03158,1,2,1
L001001,0,0,1,0,0,0,1,1,0.00055,0.07191,0.08138,1,2,1
L001002,0,0,0,0,0,0,0,0,0.00339,0.0,0.0,0,0,0
L001003,0,1,1,0,1,1,1,0,0.02224,0.05071,0.00267,2,3,1
L001004,0,0,0,0,1,0,1,0,0.02523,0.01823,0.00329,0,2,0
L001005,0,0,0,0,0,0,0,1,0.00155,0.0,0.01246,0,1,0
L001006,0,0,0,0,0,0,0,0,0.00415,0.001,0.0015,0,0,0
L001007,0,0,0,0,0,0,0,0,0.00161,0.00141,0.00173,0,0,0
L001008,0,0,1,0,0,0,1,0,0.00047,0.05701,0.0,1,1,1
L001009,0,1,0,0,0,1,0,0,0.0,0.00129,0.0,1,1,1
L001010,0,0,0,0,0,0,0,0,0.0,0.0,0.00172,0,0,0
L001011,0,0,0,0,0,0,1,1,0.0,0.0449,0.09806,0,2,0
L001012,0,0,0,0,0,0,1,0,0.00474,0.00796,0.00432,0,1,0
L001013,0,0,0,0,0,0,0,1,0.0,0.00266,0.05414,0,1,0
L001014,0,1,0,0,0,1,0,0,0.00711,0.00084,0.0,1,1,1
L001015,0,0,0,0,0,0,0,0,0.00396,0.0,0.00833,0,0,0
L001016,0,0,0,0,0,0,0,1,0.0,0.00439,0.01144,0,1,0
L001017,0,0,0,0,0,0,0,1,0.00277,0.0,0.01165,0,1,0
L001018,0,1,1,1,0,1,1,1,0.00373,0.13905,0.48357,3,3,1
L001019,0,0,0,0,0,0,1,1,0.00532,0.00583,0.0419,0,2,0
L001020,0,0,0,0,0,0,0,0,0.00162,0.00046,0.0,0,0,0
L001021,0,1,1,1,0,1,1,1,0.0,0.2902,0.85509,3,3,1
L001022,0,1,0,0,1,1,1,0,0.02431,0.01201,0.0,1,3,1
L001023,0,0,0,0,1,0,0,0,0.0195,0.0,0.00397,0,1,0
L001024,0,0,0,0,0,0,0,0,0.0,0.00098,0.0,0,0,0
L001025,0,0,1,0,1,0,1,1,0.02001,0.16282,0.0189,1,3,1
L001026,0,0,0,0,0,0,0,0,0.00245,0.00185,0.0,0,0,0
L001027,0,0,0,0,0,0,1,0,0.0,0.01656,0.00116,0,1,0
L001028,0,0,1,1,1,0,1,1,0.017,0.11747,0.12745,2,3,1
L001029,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L001030,0,0,0,0,1,0,0,1,0.0223,0.0,0.01079,0,2,0
L001031,0,1,0,0,0,1,0,1,0.0,0.00048,0.02845,1,2,1
L001032,0,0,0,0,1,0,0,1,0.02695,0.0,0.02463,0,2,0
L001033,0,0,0,0,0,0,0,1,0.0,0.00037,0.06044,0,1,0
L001034,0,0,0,0,0,0,1,1,0.0,0.01491,0.05036,0,2,0
L001035,0,1,0,0,0,1,0,0,0.0,0.0,0.0,1,1,1
L001036,0,0,0,0,0,0,0,1,0.00532,0.0,0.0126,0,1,0
L001037,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L001038,0,1,0,0,0,1,0,0,0.0,0.0,0.0,1,1,1
L001039,0,0,0,0,0,0,0,0,0.0,0.00187,0.0,0,0,0
L001040,0,0,0,0,0,0,0,0,0.0,0.00302,0.0,0,0,0
L001041,0,0,0,0,0,0,0,0,0.0,0.00124,0.00755,0,0,0
L001042,0,0,0,0,0,0,0,0,0.00121,0.00213,0.0,0,0,0
L001043,0,0,0,0,0,0,0,0,0.00548,0.0,0.0043,0,0,0
L001044,0,0,0,0,1,0,0,0,0.0336,0.00147,0.00636,0,1,0
L001045,0,0,0,0,0,0,0,0,0.0,0.00047,0.00183,0,0,0
L001046,0,0,0,0,0,0,0,0,0.0,0.00172,0.0,0,0,0
L001047,0,1,0,0,0,1,0,0,0.00716,0.0,0.0,1,1,1
L001048,0,1,1,1,0,1,1,1,0.0,0.19246,0.25516,3,3,1
L001049,0,0,0,0,0,0,0,0,0.00493,0.00229,0.00455,0,0,0
L001050,0,0,0,0,0,0,1,1,0.00325,0.04259,0.08618,0,2,0
L001051,0,0,0,0,0,0,0,0,0.00329,0.00158,0.00014,0,0,0
L001052,0,0,0,0,0,0,0,0,0.00764,0.0,0.0,0,0,0
L001053,0,0,0,0,0,0,0,1,0.0,0.0,0.03204,0,1,0
L001054,0,1,0,0,0,1,0,0,0.00257,0.0,0.00098,1,1,1
L001055,0,0,0,0,0,0,0,0,0.00465,0.0,0.00289,0,0,0
L001056,0,0,1,1,0,0,1,1,0.00156,0.11621,0.12274,2,2,1
L001057,0,0,0,0,0,0,0,0,0.00819,0.0,0.0,0,0,0
L001058,0,0,1,0,0,0,1,0,0.00403,0.07186,0.0,1,1,1
L001059,0,0,0,0,1,0,1,0,0.03306,0.04316,0.00417,0,2,0
L001060,0,0,0,0,1,0,0,0,0.01629,0.00127,0.00208,0,1,0
L001061,0,1,0,0,1,1,1,0,0.02839,0.03965,0.00576,1,3,1
L001062,0,0,0,0,0,0,0,0,0.0,0.00161,0.0082,0,0,0
L001063,0,0,0,0,0,0,0,0,0.00845,0.00192,0.00136,0,0,0
L001064,0,0,0,0,0,0,0,0,0.0,0.00163,0.00749,0,0,0
L001065,0,0,0,0,0,0,0,0,0.0,0.00234,0.00723,0,0,0
L001066,0,0,0,1,0,0,0,1,0.0,0.0044,0.10897,1,1,1
L001067,0,1,0,0,0,1,0,1,0.0,0.00269,0.08472,1,2,1
L001068,0,0,0,0,0,0,0,1,0.00275,0.00198,0.01784,0,1,0
L001069,0,0,0,0,0,0,0,1,0.0,0.00197,0.05208,0,1,0
L001070,0,0,0,0,0,0,1,0,0.00937,0.02454,0.0,0,1,0
L001071,0,1,1,1,0,1,1,1,0.0,0.14891,0.11009,3,3,1
L001072,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L001073,0,0,0,0,1,0,0,0,0.03571,0.00241,0.0,0,1,0
L001074,0,0,0,0,0,0,0,0,0.00173,0.0,0.00205,0,0,0
L001075,0,0,0,0,1,0,1,1,0.03093,0.02185,0.0916,0,3,0
L001076,0,0,0,0,0,0,0,0,0.0057,0.00062,0.00172,0,0,0
L001077,0,0,0,0,0,0,1,1,0.0,0.01365,0.02025,0,2,0
L001078,0,0,0,0,0,0,0,0,0.0,0.0,0.00424,0,0,0
L001079,0,0,0,0,0,0,0,0,0.00269,0.0,0.00336,0,0,0
L001080,0,0,0,0,0,0,0,0,0.0,0.0,0.00756,0,0,0
L001081,0,0,0,0,1,0,1,1,0.01763,0.02028,0.01353,0,3,0
L001082,0,0,1,0,1,0,1,1,0.07883,0.07555,0.04994,1,3,1
L001083,0,0,0,0,0,0,0,1,0.0,0.00335,0.04513,0,1,0
L001084,0,0,0,0,1,0,0,0,0.01584,0.00269,0.00987,0,1,0
L001085,0,0,0,0,0,0,0,0,0.0,0.0004,0.0,0,0,0
L001086,0,0,0,0,1,0,0,0,0.03355,0.0,0.00355,0,1,0
L001087,0,0,0,0,1,0,0,0,0.02493,0.00051,0.0,0,1,0
L001088,0,0,0,0,1,0,1,1,0.01922,0.0395,0.0357,0,3,0
L001089,0,1,0,0,0,1,0,0,0.0,0.0,0.00068,1,1,1
L001090,0,0,0,0,1,0,0,1,0.03083,0.00052,0.02724,0,2,0
L001091,0,0,0,0,0,0,0,0,0.00501,0.00125,0.00219,0,0,0
L001092,0,0,0,0,0,0,0,1,0.0,0.00137,0.02502,0,1,0
L001093,0,0,0,0,0,0,0,0,0.00108,0.0032,0.00595,0,0,0
L001094,0,0,0,1,0,0,0,1,0.00159,0.00091,0.15837,1,1,1
L001095,0,0,0,0,0,0,0,1,0.0,0.0,0.01155,0,1,0
L001096,0,0,0,0,1,0,1,0,0.01323,0.03923,0.00416,0,2,0
L001097,0,0,0,0,1,0,1,1,0.04001,0.01186,0.06226,0,3,0
L001098,0,0,0,0,0,0,0,1,0.0,0.00011,0.02706,0,1,0
L001099,0,0,0,0,0,0,0,0,0.0,0.00177,0.0,0,0,0
L001100,0,0,0,0,0,0,0,0,0.0,0.0,0.0016,0,0,0
L001101,0,0,0,0,0,0,1,0,0.00054,0.00589,0.00309,0,1,0
L001102,0,0,0,0,0,0,0,0,0.0024,0.00213,0.0,0,0,0
L001103,0,0,0,0,1,0,0,1,0.03534,0.00373,0.05965,0,2,0
L001104,0,1,1,0,1,1,1,0,0.02449,0.08556,0.00315,2,3,1
L001105,0,1,0,0,0,1,0,1,0.0,0.00391,0.01455,1,2,1
L001106,0,0,0,0,0,0,0,0,0.00703,0.0,0.0,0,0,0
L001107,0,0,0,0,0,0,0,0,0.00199,0.0,0.00433,0,0,0
L001108,0,1,1,0,1,1,1,1,0.03865,0.06585,0.04926,2,4,1
L001109,0,0,0,0,0,0,0,0,0.00211,0.0,0.00346,0,0,0
L001110,0,0,0,0,0,0,1,1,0.00448,0.01304,0.07549,0,2,0
L001111,0,0,0,0,0,0,1,0,0.00742,0.03441,0.0,0,1,0
L001112,0,0,0,0,0,0,0,1,0.0,0.0,0.01149,0,1,0
L001113,0,0,0,0,0,0,1,1,0.00826,0.0155,0.04681,0,2,0
L001114,0,1,0,0,1,1,1,1,0.01142,0.0097,0.04577,1,4,1
L001115,0,0,0,0,0,0,0,0,0.0,0.00078,0.00421,0,0,0
L001116,0,0,0,0,1,0,0,1,0.08028,0.00026,0.01025,0,2,0
L001117,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L001118,0,0,0,0,1,0,0,0,0.01317,0.00274,0.00744,0,1,0
L001119,0,1,0,0,1,1,0,0,0.02743,0.00066,0.0015,1,2,1
L001120,0,0,1,0,0,0,1,1,0.00878,0.05811,0.02129,1,2,1
L001121,0,1,0,1,0,1,0,1,0.00485,0.0,0.33637,2,2,1
L001122,0,0,0,0,0,0,0,0,0.0,0.00104,0.00818,0,0,0
L001123,0,0,0,0,1,0,0,1,0.01921,0.0,0.01911,0,2,0
L001124,0,1,0,1,1,1,1,1,0.06164,0.03134,0.32078,2,4,1
L001125,0,0,0,0,0,0,0,0,0.0,0.00024,0.00093,0,0,0
L001126,0,0,0,0,0,0,0,0,0.0,0.0,0.00699,0,0,0
L001127,0,0,0,1,0,0,0,1,0.0,0.0,0.51611,1,1,1
L001128,1,0,0,0,1,0,1,0,0.13111,0.04403,0.0,1,2,1
L001129,0,0,0,0,0,0,0,0,0.0,0.0,0.00172,0,0,0
L001130,0,0,0,0,0,0,1,0,0.00051,0.03448,0.00444,0,1,0
L001131,0,0,0,0,0,0,1,0,0.0,0.02363,0.0,0,1,0
L001132,0,0,0,0,0,0,0,0,0.0,0.00243,0.00182,0,0,0
L001133,0,0,0,0,0,0,0,0,0.0041,0.00198,0.00927,0,0,0
L001134,0,1,0,0,0,1,0,1,0.0,0.0,0.02121,1,2,1
L001135,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L001136,0,0,0,0,0,0,0,0,0.00456,0.00022,0.0,0,0,0
L001137,0,0,0,0,0,0,0,0,0.0,0.0,0.00289,0,0,0
L001138,0,0,0,0,0,0,1,1,0.00091,0.00754,0.0267,0,2,0
L001139,0,0,0,0,0,0,0,1,0.00258,0.0,0.01086,0,1,0
L001140,1,1,0,0,1,1,1,1,0.12321,0.03574,0.06494,2,4,1
L001141,0,0,1,0,0,0,1,0,0.00346,0.09455,0.0,1,1,1
L001142,0,0,0,0,0,0,0,0,0.0,0.00183,0.00259,0,0,0
L001143,0,0,0,0,0,0,0,0,0.00127,0.00168,0.0,0,0,0
L001144,0,0,0,0,0,0,0,1,0.0,0.00035,0.0485,0,1,0
L001145,0,0,0,0,0,0,0,1,0.0,6e-05,0.03469,0,1,0
L001146,0,0,0,1,1,0,0,1,0.01078,0.00194,0.12172,1,2,1
L001147,0,0,0,1,0,0,1,1,0.00522,0.03855,0.12756,1,2,1
L001148,0,1,0,0,1,1,0,1,0.01202,0.0,0.07632,1,3,1
L001149,0,0,0,0,1,0,0,1,0.04788,0.0,0.01404,0,2,0
L001150,0,0,0,0,0,0,0,0,0.0,0.00499,0.0,0,0,0
L001151,0,1,0,0,1,1,0,1,0.03815,0.0,0.03461,1,3,1
L001152,0,0,0,0,0,0,1,0,0.0,0.00714,0.00246,0,1,0
L001153,0,0,0,1,0,0,0,1,0.00206,0.0,0.17286,1,1,1
L001154,0,0,0,0,0,0,1,1,0.0,0.00515,0.03523,0,2,0
L001155,0,0,0,0,0,0,0,0,0.0,0.0004,1e-05,0,0,0
L001156,0,1,0,0,1,1,0,1,0.02006,0.0,0.08697,1,3,1
L001157,0,0,1,1,0,0,1,1,0.0,0.08871,0.25892,2,2,1
L001158,0,1,0,0,0,1,1,0,0.0,0.02334,0.00458,1,2,1
L001159,0,0,0,0,1,0,0,1,0.02161,0.0,0.02213,0,2,0
L001160,0,0,1,0,0,0,1,0,0.00012,0.05212,0.00922,1,1,1
L001161,0,0,1,0,1,0,1,1,0.02637,0.32507,0.0153,1,3,1
L001162,0,0,1,0,1,0,1,1,0.02293,0.05504,0.02594,1,3,1
L001163,0,0,0,1,0,0,1,1,0.0,0.01726,0.11946,1,2,1
L001164,0,0,0,0,0,0,0,1,0.00078,0.001,0.02203,0,1,0
L001165,0,0,1,0,1,0,1,0,0.02922,0.06361,0.00844,1,2,1
L001166,0,1,0,1,0,1,1,1,0.00602,0.02483,0.17749,2,3,1
L001167,0,0,0,0,0,0,0,0,0.00448,0.00244,0.0,0,0,0
L001168,0,0,0,0,0,0,1,1,0.00349,0.04379,0.0255,0,2,0
L001169,0,0,0,0,0,0,0,0,0.0,0.0002,0.00074,0,0,0
L001170,0,0,0,0,1,0,0,1,0.01986,0.00175,0.03865,0,2,0
L001171,0,0,0,0,0,0,0,0,0.00527,0.00193,0.0,0,0,0
L001172,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L001173,0,0,0,0,0,0,0,0,0.00359,0.0,0.00296,0,0,0
L001174,0,0,0,0,1,0,0,0,0.04716,0.00141,0.00048,0,1,0
L001175,0,0,0,0,0,0,0,0,0.00202,0.00016,0.0,0,0,0
L001176,0,1,0,1,0,1,1,1,0.0,0.02901,0.12371,2,3,1
L001177,0,0,1,0,0,0,1,0,0.00787,0.10659,0.0,1,1,1
L001178,0,0,0,0,0,0,0,0,0.0,0.00161,0.0,0,0,0
L001179,0,0,0,0,0,0,0,0,0.0,0.0,0.0035,0,0,0
L001180,0,0,0,0,0,0,0,0,0.0,0.0,0.0005,0,0,0
L001181,0,1,0,0,0,1,0,0,0.0,0.00155,0.0,1,1,1
L001182,0,0,0,0,0,0,0,0,0.0,0.0,0.00506,0,0,0
L001183,0,0,0,0,0,0,0,0,0.00131,0.00247,0.0,0,0,0
L001184,0,1,1,0,0,1,1,0,0.00597,0.06298,0.0,2,2,1
L001185,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L001186,0,0,0,0,0,0,0,1,0.0,0.0,0.07508,0,1,0
L001187,0,0,0,0,0,0,0,1,0.0,0.00153,0.0357,0,1,0
L001188,0,0,0,0,0,0,0,0,0.00724,0.00144,0.00607,0,0,0
L001189,0,0,0,0,0,0,0,0,0.0,0.00247,0.00696,0,0,0
L001190,0,0,0,0,0,0,0,0,0.0,0.0,0.00265,0,0,0
L001191,0,0,1,0,1,0,1,1,0.01064,0.0537,0.026,1,3,1
L001192,0,0,0,0,0,0,1,0,0.00248,0.04958,0.00201,0,1,0
L001193,0,0,1,0,0,0,1,1,0.0,0.17319,0.03429,1,2,1
L001194,0,0,0,0,0,0,0,1,0.0,0.0,0.02733,0,1,0
L001195,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L001196,0,0,0,0,0,0,0,1,0.0,0.0,0.01356,0,1,0
L001197,0,0,0,0,0,0,0,1,0.00115,0.0,0.02802,0,1,0
L001198,0,0,0,0,0,0,1,0,0.0,0.02859,0.0,0,1,0
L001199,0,0,0,0,0,0,0,0,0.00439,0.0,0.00141,0,0,0
L001200,0,0,0,0,0,0,0,0,0.0,0.0,0.00061,0,0,0
L001201,0,0,0,0,0,0,0,0,0.00052,0.00211,0.0,0,0,0
L001202,0,0,0,0,0,0,0,1,0.00197,0.0,0.03562,0,1,0
L001203,0,0,0,0,0,0,0,0,0.0,0.0001,0.00432,0,0,0
L001204,0,0,0,0,0,0,0,0,0.00814,0.00134,0.00131,0,0,0
L001205,0,0,0,0,0,0,0,0,0.0035,0.0002,0.0035,0,0,0
L001206,0,0,0,0,0,0,0,0,0.00081,0.00258,0.00893,0,0,0
L001207,0,0,0,0,0,0,0,0,0.0,0.0,0.00176,0,0,0
L001208,0,0,0,0,0,0,0,0,0.0,0.0,0.00703,0,0,0
L001209,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L001210,0,0,1,1,0,0,1,1,0.0,0.05823,0.45598,2,2,1
L001211,0,0,0,0,0,0,0,0,0.0,0.0,0.00221,0,0,0
L001212,0,0,1,0,1,0,1,1,0.07566,0.06137,0.05389,1,3,1
L001213,0,0,0,0,0,0,0,0,0.0,0.00035,0.0,0,0,0
L001214,0,0,0,0,0,0,0,0,0.00228,0.0,0.00135,0,0,0
L001215,0,0,0,0,0,0,0,0,0.00411,0.0,0.0031,0,0,0
L001216,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L001217,0,0,0,0,0,0,0,0,0.00588,0.0,0.00321,0,0,0
L001218,0,0,0,0,1,0,0,1,0.02747,0.00087,0.01305,0,2,0
L001219,0,0,0,0,0,0,0,1,0.00555,0.00235,0.0576,0,1,0
L001220,0,0,0,0,0,0,0,0,0.00865,0.0,0.0,0,0,0
L001221,0,0,0,0,1,0,1,0,0.01271,0.02644,0.0,0,2,0
L001222,0,1,0,0,0,1,0,0,0.0,0.00027,0.00469,1,1,1
L001223,0,0,0,0,1,0,1,0,0.04707,0.01373,0.0,0,2,0
L001224,0,0,0,0,0,0,0,0,0.0,0.00183,0.00564,0,0,0
L001225,0,0,0,0,0,0,1,1,0.0,0.03822,0.06738,0,2,0
L001226,0,0,0,0,0,0,0,0,0.00181,0.0009,0.00632,0,0,0
L001227,0,0,0,0,0,0,0,1,0.00471,0.00397,0.01678,0,1,0
L001228,0,0,0,0,0,0,0,0,0.0,0.0,0.00309,0,0,0
L001229,0,0,1,0,0,0,1,0,0.0,0.11716,0.0035,1,1,1
L001230,0,1,0,0,0,1,0,0,0.0,0.0,0.00076,1,1,1
L001231,0,1,1,0,0,1,1,0,0.0009,0.07084,0.00488,2,2,1
L001232,0,0,0,0,0,0,0,0,0.0,0.002,0.0,0,0,0
L001233,0,0,0,0,0,0,0,0,1e-05,0.0,0.00421,0,0,0
L001234,0,0,0,0,0,0,0,1,0.0,0.00447,0.01523,0,1,0
L001235,0,0,0,0,0,0,0,0,0.0,0.0041,0.0,0,0,0
L001236,0,0,0,0,0,0,0,0,0.00268,0.00165,0.0,0,0,0
L001237,0,1,0,0,1,1,1,1,0.03949,0.02385,0.02909,1,4,1
L001238,0,0,1,1,0,0,1,1,0.0,0.07229,0.12339,2,2,1
L001239,0,0,0,0,0,0,1,0,0.0,0.00547,0.0,0,1,0
L001240,0,0,0,0,0,0,1,1,0.00329,0.01273,0.06092,0,2,0
L001241,0,0,0,0,0,0,0,0,0.00274,0.00151,0.00614,0,0,0
L001242,0,0,0,0,1,0,0,0,0.01477,0.0,0.0,0,1,0
L001243,0,0,0,0,0,0,1,1,6e-05,0.00688,0.05434,0,2,0
L001244,0,0,0,0,0,0,0,0,0.0,0.0,0.00102,0,0,0
L001245,0,0,0,0,0,0,0,0,0.0,0.0021,0.00427,0,0,0
L001246,0,0,1,0,0,0,1,0,0.00632,0.09274,0.00186,1,1,1
L001247,0,0,0,0,0,0,0,0,0.0,0.0,0.00383,0,0,0
L001248,0,0,0,0,1,0,1,0,0.04258,0.00507,0.00084,0,2,0
L001249,0,0,0,0,0,0,0,0,0.00199,0.00023,0.0,0,0,0
L001250,0,0,0,0,0,0,0,0,0.0,0.00189,0.00495,0,0,0
L001251,0,0,1,1,0,0,1,1,0.00344,0.06135,0.27266,2,2,1
L001252,0,0,0,0,0,0,0,0,0.00645,0.00213,0.00149,0,0,0
L001253,0,0,0,0,0,0,0,0,0.0,0.00036,0.00155,0,0,0
L001254,0,1,1,1,0,1,1,1,0.00047,0.20852,0.41469,3,3,1
L001255,0,0,0,0,0,0,0,0,0.0,0.00036,0.00195,0,0,0
L001256,0,0,0,0,1,0,1,0,0.09006,0.01635,0.0,0,2,0
L001257,0,1,0,1,0,1,0,1,0.00147,0.00046,0.29793,2,2,1
L001258,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L001259,0,0,1,0,1,0,1,0,0.02064,0.05633,0.00053,1,2,1
L001260,0,0,0,0,1,0,0,0,0.0239,0.00276,0.0,0,1,0
L001261,0,0,0,0,1,0,1,0,0.03582,0.02785,0.00141,0,2,0
L001262,0,0,0,0,0,0,0,0,0.00681,0.0,0.00691,0,0,0
L001263,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,0,0,0
L001264,0,0,0,0,0,0,0,0,0.0057,0.00123,0.00456,0,0,0
L001265,0,1,0,0,0,1,1,0,0.00872,0.04221,0.0,1,2,1
L001266,0,0,0,0,0,0,1,1,0.0,0.04083,0.09827,0,2,0
L001267,0,0,1,0,0,0,1,1,0.0,0.08854,0.03275,1,2,1
L001268,0,0,0,0,0,0,0,0,0.0,0.00418,0.00114,0,0,0
L001269,0,1,0,0,0,1,0,1,0.00458,0.00031,0.01033,1,2,1
L001270,0,0,0,0,0,0,0,0,0.00349,0.0,0.0,0,0,0
L001271,0,0,0,0,0,0,0,0,0.0,0.00182,0.0,0,0,0
L001272,0,0,0,0,0,0,1,0,0.00524,0.00585,0.0,0,1,0
L001273,0,0,0,0,1,0,0,0,0.03954,0.0,0.0,0,1,0
L001274,0,0,0,0,0,0,0,0,0.00617,0.0,0.0,0,0,0
L001275,0,0,0,0,0,0,0,0,0.00457,0.00242,0.0,0,0,0
L001276,0,0,0,0,0,0,1,0,0.0,0.01315,0.0,0,1,0
L001277,0,0,0,0,0,0,1,1,0.0,0.01027,0.03578,0,2,0
L001278,0,0,0,0,0,0,0,0,0.00182,0.0,0.0,0,0,0
L001279,0,0,0,0,0,0,1,0,0.0,0.00656,0.00332,0,1,0
L001280,0,0,0,0,0,0,0,1,0.0,0.00184,0.03448,0,1,0
L001281,0,0,0,0,0,0,0,0,0.00323,0.0019,0.00049,0,0,0
L001282,0,0,0,0,0,0,0,0,0.00025,0.00073,0.0,0,0,0
L001283,0,0,0,0,0,0,0,1,0.0,0.0,0.02024,0,1,0
L001284,0,0,0,0,0,0,0,0,0.00602,0.0,0.00022,0,0,0
L001285,0,0,0,0,1,0,1,0,0.02568,0.03602,0.00359,0,2,0
L001286,0,1,1,0,1,1,1,1,0.01976,0.07476,0.01677,2,4,1
L001287,0,1,0,1,0,1,1,1,0.00452,0.01949,0.11909,2,3,1
L001288,0,0,0,0,0,0,0,0,0.0051,0.0,0.00207,0,0,0
L001289,0,0,1,0,1,0,1,1,0.01935,0.06289,0.02629,1,3,1
L001290,0,0,1,0,1,0,1,0,0.02701,0.07452,0.00369,1,2,1
L001291,0,0,0,0,1,0,1,0,0.02196,0.02589,0.00686,0,2,0
L001292,0,0,0,0,0,0,0,0,0.0,0.00184,0.0008,0,0,0
L001293,0,0,0,0,0,0,1,0,0.00411,0.0419,0.00931,0,1,0
L001294,0,0,0,0,0,0,0,0,0.00101,0.00114,0.0,0,0,0
L001295,0,0,1,1,0,0,1,1,0.0011,0.1152,0.17557,2,2,1
L001296,0,0,0,0,0,0,1,0,0.0,0.01719,0.0,0,1,0
L001297,0,0,0,0,1,0,1,1,0.01118,0.01889,0.02178,0,3,0
L001298,0,0,0,0,0,0,0,0,0.0,0.00336,0.00583,0,0,0
L001299,0,0,0,0,0,0,0,0,0.00651,0.00091,0.0,0,0,0
L001300,0,0,0,0,0,0,0,0,0.0,0.00384,0.0,0,0,0
L001301,0,0,0,0,0,0,0,1,0.0,0.00035,0.01037,0,1,0
L001302,0,0,0,0,0,0,0,0,0.00731,0.00112,0.00676,0,0,0
L001303,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L001304,0,0,0,0,0,0,0,0,0.0,0.0,0.00352,0,0,0
L001305,0,0,0,0,0,0,0,0,0.0049,0.00435,0.0,0,0,0
L001306,0,0,0,0,0,0,1,1,0.00809,0.01463,0.02854,0,2,0
L001307,0,1,0,1,0,1,0,1,0.0,0.00111,0.49792,2,2,1
L001308,0,0,0,0,0,0,1,0,0.00481,0.02666,0.0,0,1,0
